t             ,x             ,y             ,z             
29883573950000,  1.5576856300, -0.3769534069,  0.5388850798
29883598175000,  2.0799004001, -0.1399809908,  0.7517900955
29883613543000,  2.5642948810,  0.2078438334,  0.9591591344
29883632371000,  2.9667504843,  0.6379093815,  1.1422029325
29883652356000,  3.2515730043,  1.1072390922,  1.2861910283
29883672368000,  3.3959575833,  1.5647139554,  1.3826633963
29883692365000,  3.3924902245,  1.9587751808,  1.4302149890
29883712436000,  3.2494101442,  2.2452108650,  1.4336850364
29883732400000,  2.9889464035,  2.3936887117,  1.4018772759
29883752405000,  2.6438908175,  2.3919740838,  1.3443315069
29883772410000,  2.2528951642,  2.2470379591,  1.2679802342
29883792633000,  1.8555335560,  1.9830913881,  1.1744701740
29883812393000,  1.4878609443,  1.6370800766,  1.0588349722
29883832478000,  1.1787897127,  1.2522928906,  0.9100718061
29883852543000,  0.9476691598,  0.8715632295,  0.7136242982
29883872546000,  0.8032247444,  0.5312179118,  0.4553160761
29883892695000,  0.7436892473,  0.2567192206,  0.1258207197
29883912323000,  0.7578871741,  0.0605909013, -0.2752963306
29883932371000,  0.8270795400, -0.0571795795, -0.7368443813
29883952498000,  0.9273342362, -0.1066861273, -1.2353200830
29883972345000,  1.0321039784, -0.1044003274, -1.7368601718
29883993788000,  1.1149339816, -0.0689255732, -2.2016905410
29884012671000,  1.1519547000, -0.0173125771, -2.5900302641
29884032368000,  1.1241534101,  0.0375954290, -2.8685825141
29884052345000,  1.0194347981,  0.0882299927, -3.0163489177
29884072341000,  0.8341634903,  0.1319286839, -3.0282862500
29884093658000,  0.5740101418,  0.1692422384, -2.9162866553
29884112678000,  0.2535689580,  0.2018290782, -2.7069648384
29884132373000, -0.1052193596,  0.2304537408, -2.4366461221
29884152506000, -0.4755057619,  0.2536228166, -2.1446126593
29884172346000, -0.8288030361,  0.2672118312, -1.8659604595
29884192436000, -1.1385868630,  0.2651192726, -1.6254417649
29884214103000, -1.3836148901,  0.2407892359, -1.4336446897
29884232681000, -1.5506107974,  0.1891111426, -1.2862390096
29884252323000, -1.6356715920,  0.1082245036, -1.1665100366
29884272335000, -1.6441044356,  0.0006488462, -1.0506335079
29884292536000, -1.5887282631, -0.1265396500, -0.9144753948
29884313928000, -1.4870747657, -0.2625412213, -0.7403794553
29884332368000, -1.3580359725, -0.3945067447, -0.5224112885
29884352505000, -1.2184894154, -0.5097574893, -0.2689275254
29884372333000, -1.0806653176, -0.5980645575, -0.0017729269
29884392670000, -0.9508180457, -0.6535694339,  0.2477499913
29884412668000, -0.8294858643, -0.6758711732,  0.4453445901
29884432365000, -0.7129730264, -0.6700735312,  0.5611976226
29884452343000, -0.5957577045, -0.6458526093,  0.5767975546
29884472316000, -0.4730894480, -0.6156754934,  0.4895280315
29884492676000, -0.3432467195, -0.5926835020,  0.3140339515
29884512631000, -0.2087929539, -0.5885979698,  0.0799573182
29884532368000, -0.0765333862, -0.6119951286, -0.1736117797
29884552501000,  0.0437435264, -0.6672406568, -0.4057601397
29884572350000,  0.1414702400, -0.7542278678, -0.5817777092
29884592630000,  0.2076938063, -0.8689749873, -0.6798029000
29884612645000,  0.2369825640, -1.0047176235, -0.6947492275
29884632668000,  0.2283378387, -1.1532621695, -0.6386207361
29884652346000,  0.1847371141, -1.3063622977, -0.5372106891
29884672338000,  0.1113352239, -1.4568098014, -0.4238705253
29884692536000,  0.0128623409, -1.5991111290, -0.3318989695
29884714230000, -0.1090104371, -1.7296887062, -0.2872627214
29884732420000, -0.2576648667, -1.8465172701, -0.3032440462
