t             ,x             ,y             ,z             
10657988849000, -0.4988343223,  0.5488614332,  1.7279453263
10658011284000, -0.6746487402,  0.6856471848,  2.0145736493
10658030631000, -0.8720680966,  0.7973974550,  2.2132549854
10658048746000, -1.0793333551,  0.8721181470,  2.3112354251
10658068788000, -1.2802612618,  0.9025752994,  2.3037333919
10658088821000, -1.4560656920,  0.8877592699,  2.1922909993
10658108799000, -1.5877012605,  0.8330118806,  1.9827489222
10658128828000, -1.6580074769,  0.7491454603,  1.6837408124
10658148823000, -1.6545158484,  0.6502239255,  1.3064943678
10658168911000, -1.5714132120,  0.5507777903,  0.8652501892
10658188824000, -1.4106409774,  0.4632947287,  0.3779647289
10658208854000, -1.1819508373,  0.3962881174, -0.1329962823
10658228839000, -0.9017351210,  0.3531077483, -0.6409246847
10658248886000, -0.5909070884,  0.3317482878, -1.1162521116
10658268846000, -0.2720573916,  0.3257620806, -1.5295071188
10658292978000,  0.0336029202,  0.3260973607, -1.8554438010
10658309401000,  0.3091024192,  0.3231687393, -2.0774013483
10658328791000,  0.5437793818,  0.3090316960, -2.1909164830
10658348794000,  0.7343337030,  0.2790983844, -2.2054276560
10658368776000,  0.8847641915,  0.2331435998, -2.1433417345
10658388776000,  1.0051585277,  0.1750835793, -2.0362127922
10658408821000,  1.1095396411,  0.1118530140, -1.9186254229
10658428958000,  1.2129018320,  0.0514822955, -1.8206382159
10658448973000,  1.3279546214,  0.0010342449, -1.7604661474
10658468951000,  1.4621131708, -0.0354441970, -1.7391019195
10658488803000,  1.6146461307, -0.0579046334, -1.7385544152
10658508801000,  1.7760212544, -0.0708719477, -1.7242589640
10658528954000,  1.9271340796, -0.0826873132, -1.6512694881
10658548976000,  2.0406321764, -0.1041502997, -1.4729834987
10658568938000,  2.0839662016, -0.1465456963, -1.1511522533
10658588806000,  2.0235743730, -0.2189915314, -0.6659143249
10658608799000,  1.8302226548, -0.3271999488, -0.0239075932
10658628956000,  1.4842302768, -0.4708944660,  0.7392944266
10658648794000,  0.9802905016, -0.6442544214,  1.5621659627
10658668778000,  0.3308623117, -0.8364526620,  2.3653655478
10658688798000, -0.4317478175, -1.0334190653,  3.0625807696
10658708798000, -1.2570385333, -1.2195196885,  3.5734179510
10658728956000, -2.0805328549, -1.3793409912,  3.8353429087
10658748793000, -2.8307031954, -1.5000537026,  3.8126254979
10658768781000, -3.4378769938, -1.5730843922,  3.5007515227
10658788769000, -3.8435196317, -1.5947961129,  2.9256525551
10658808796000, -4.0088863198, -1.5663659924,  2.1381763529
10658828953000, -3.9214879243, -1.4931389889,  1.2053066187
10658848799000, -3.5980057761, -1.3836478968,  0.1999578559
10658868779000, -3.0829341826, -1.2485335744, -0.8085007151
10658888779000, -2.4429503994, -1.0996409350, -1.7612256087
10658908796000, -1.7576013312, -0.9493958512, -2.6132766737
10658928958000, -1.1077300789, -0.8104331498, -3.3335127922
10658948803000, -0.5636482261, -0.6956826195, -3.9019478975
10658968776000, -0.1749449975, -0.6185308369, -4.3058746829
10658988778000,  0.0363064710, -0.5926198090, -4.5362968581
10659008798000,  0.0774977708, -0.6312055100, -4.5861354251
10659029039000, -0.0178133907, -0.7461093707, -4.4509854018
10659048874000, -0.1975205068, -0.9463932111, -4.1322732120
10659068774000, -0.4017546875, -1.2368212907, -3.6415650984
10659088771000, -0.5744373345, -1.6163183684, -3.0047864010
10659108801000, -0.6734064172, -2.0767892291, -2.2643302487
10659128949000, -0.6775246088, -2.6024141038, -1.4775340054
10659148779000, -0.5895089172, -3.1701252315, -0.7112647217
