t             ,x             ,y             ,z             
40446891868000, -0.2089811045, -0.0599336414,  0.2332188991
40446911870000, -0.2568076202, -0.0708959835,  0.2993842096
40446944905000, -0.3068183962, -0.0742661038,  0.3475736552
40446951835000, -0.3604159594, -0.0686746034,  0.3681928959
40446971840000, -0.4184545254, -0.0540529658,  0.3548774579
40446991915000, -0.4805201711, -0.0318397512,  0.3063629538
40447012055000, -0.5443932912, -0.0047820317,  0.2272992625
40447031886000, -0.6059288294,  0.0233410213,  0.1276538034
40447051901000, -0.6593243797,  0.0479172166,  0.0209387910
40447071311000, -0.6978017242,  0.0639952512, -0.0784513826
40447091896000, -0.7146976483,  0.0666953476, -0.1580694543
40447111878000, -0.7048046404,  0.0519385598, -0.2098388073
40447131885000, -0.6654977374,  0.0171922329, -0.2317063960
40447151891000, -0.5976072100, -0.0379413601, -0.2278871058
40447172055000, -0.5057219317, -0.1114377599, -0.2075741115
40447191888000, -0.3980119946, -0.1988511679, -0.1827605652
40447211885000, -0.2852139197, -0.2935368906, -0.1652679793
40447231883000, -0.1789848844, -0.3873804483, -0.1635487315
40447252328000, -0.0902849108, -0.4717184080, -0.1804654886
40447271245000, -0.0276902262, -0.5384967868, -0.2124300200
40447291893000,  0.0040481264, -0.5816834848, -0.2500887347
40447311833000,  0.0047289366, -0.5982900992, -0.2804661492
40447331823000, -0.0209701379, -0.5885878177, -0.2902506459
40447351858000, -0.0641101418, -0.5563939694, -0.2694327220
40447372308000, -0.1126888003, -0.5084544241, -0.2142712000
40447391846000, -0.1531348321, -0.4534880906, -0.1290740088
40447411831000, -0.1722355893, -0.4008481403, -0.0257928007
40447431823000, -0.1591441428, -0.3590485435,  0.0778269528
40447451853000, -0.1069387245, -0.3343147045,  0.1614583208
40447472221000, -0.0133959300, -0.3298157414,  0.2063606730
40447491851000,  0.1182972184, -0.3453980712,  0.1998924763
40447511825000,  0.2795228572, -0.3780100834,  0.1388751432
40447536873000,  0.4570851984, -0.4229999183,  0.0311110585
40447553410000,  0.6347703198, -0.4756835222, -0.1053927833
40447572240000,  0.7954841392, -0.5325796995, -0.2454763242
40447591890000,  0.9233880078, -0.5926328931, -0.3617133966
40447611871000,  1.0060954181, -0.6578293860, -0.4301928897
40447631883000,  1.0364958301, -0.7330724681, -0.4359687023
40447652596000,  1.0138876636, -0.8253110074, -0.3769321791
40447671883000,  0.9441331567, -0.9420529213, -0.2654291753
40447691890000,  0.8388404738, -1.0895313081, -0.1271536993
40447711866000,  0.7135645385, -1.2708898902,  0.0025090292
40447732155000,  0.5851654790, -1.4848720890,  0.0841517061
40447751878000,  0.4687318292, -1.7251258371,  0.0808914182
40447771850000,  0.3746164455, -1.9803953097, -0.0355637270
40447791821000,  0.3057547992, -2.2352058688, -0.2799022716
40447811836000,  0.2558866340, -2.4715209449, -0.6509784334
40447832000000,  0.2096668327, -2.6718042182, -1.1321084701
40447851846000,  0.1440032436, -2.8206926752, -1.6932096799
40447872045000,  0.0306317382, -2.9066956495, -2.2942963295
40447891823000, -0.1592931843, -2.9234009318, -2.8904037659
40447911836000, -0.4511866815, -2.8698388516, -3.4367741682
40447932001000, -0.8619903710, -2.7502751499, -3.8933013262
40447951850000, -1.3965432056, -2.5738659188, -4.2269093819
40447972060000, -2.0456567027, -2.3534059208, -4.4119797645
40447991825000, -2.7854459456, -2.1038549668, -4.4304789301
40448016958000, -3.5788399312, -1.8410732997, -4.2712529276
40448032001000, -4.3791903518, -1.5805966744, -3.9295571400
40448051851000, -5.1353184850, -1.3367424031, -3.4074415273
40448072041000, -5.7976092323, -1.1225993756, -2.7148532124
40448091808000, -6.3239685697, -0.9496000553, -1.8707561955
40448111841000, -6.6848655504, -0.8268903101, -0.9045689295
40448131991000, -6.8669859317, -0.7612395354,  0.1426885692
40448151860000, -6.8748972734, -0.7565067765,  1.2185727510
40448172060000, -6.7306025567, -0.8135240269,  2.2613912359
40448191823000, -6.4713284981, -0.9295625821,  3.2046832768
40448211826000, -6.1454577330, -1.0977909813,  3.9834751496
40448232528000, -5.8074251659, -1.3069712279,  4.5414708660
40448252186000, -5.5119589753, -1.5417512259,  4.8380560720
40448271840000, -5.3084417397, -1.7836515843,  4.8537036528
40448291823000, -5.2356097993, -2.0122217481,  4.5927899563
40448311968000, -5.3172883108, -2.2069243459,  4.0831584811
40448331998000, -5.5595962039, -2.3494637866,  3.3721242493
40448351968000, -5.9496036756, -2.4258826705,  2.5194886704
40448372063000, -6.4558486945, -2.4283497831,  1.5889518244
40448391830000, -7.0305298247, -2.3561595522,  0.6392906808
40448412145000, -7.6134524453, -2.2157033552, -0.2831657673
40448431995000, -8.1378714074, -2.0195841994, -1.1489018007
40448451948000, -8.5373593446, -1.7848394431, -1.9461464840
40448472035000, -8.7532512341, -1.5302639704, -2.6781008858
40448491828000, -8.7420253753, -1.2735412659, -3.3574108068
40448512298000, -8.4816448653, -1.0285763376, -3.9989183087
40448532000000, -7.9757740634, -0.8039148674, -4.6127152219
40448551965000, -7.2552377610, -0.6019832714, -5.1986392587
40448572031000, -6.3758665477, -0.4197085170, -5.7436259846
40448591820000, -5.4127413712, -0.2497711973, -6.2227765530
40448612281000, -4.4516505506, -0.0824124874, -6.6032507320
40448631996000, -3.5783029494,  0.0912568137, -6.8500740826
40448652156000, -2.8669514884,  0.2765716956, -6.9330090703
40448672070000, -2.3698757544,  0.4734901674, -6.8326715701
40448691821000, -2.1097757623,  0.6760036556, -6.5444821448
40448711858000, -2.0763195457,  0.8728515958, -6.0797808425
40448731996000, -2.2277361544,  1.0494508967, -5.4638829257
40448751955000, -2.4976716284,  1.1907184775, -4.7317607055
40448772061000, -2.8060385060,  1.2842006213, -3.9222657260
40448791823000, -3.0722745846,  1.3227699529, -3.0724690929
40448811855000, -3.2288839693,  1.3062821782, -2.2135167903
40448831996000, -3.2327045062,  1.2417618998, -1.3687655167
40448851968000, -3.0718213440,  1.1418028362, -0.5544541791
40448872018000, -2.7667598957,  1.0215835736,  0.2174080852
40448891820000, -2.3655298305,  0.8950374562,  0.9351441721
40448911856000, -1.9333795117,  0.7709110258,  1.5836971092
40448932006000, -1.5389995075,  0.6499139291,  2.1426000453
40448951848000, -1.2401909160,  0.5235027777,  2.5861608482
40448972126000, -1.0710625797,  0.3746602265,  2.8867173362
40448991823000, -1.0342426577,  0.1816585261,  3.0209126851
40449011856000, -1.0990706405, -0.0766378361,  2.9765011279
40449031991000, -1.2070030774, -0.4144705284,  2.7581096632
40449051851000, -1.2830069904, -0.8335021678,  2.3902096198
40449072030000, -1.2513152758, -1.3187719016,  1.9163835495
40449091823000, -1.0515554579, -1.8371535245,  1.3938287761
40449111856000, -0.6532595515, -2.3397898174,  0.8842204979
40449133190000, -0.0645657130, -2.7687842473,  0.4424919140
40449151891000,  0.6661046765, -3.0656155153,  0.1051839111
40449172581000,  1.4569798534, -3.1815291630, -0.1185992453
40449191860000,  2.2068019269, -3.0874214641, -0.2512718388
40449211871000,  2.8134197075, -2.7813053733, -0.3443905940
40449233438000,  3.1936973420, -2.2919650891, -0.4695160240
40449251901000,  3.3008113199, -1.6773661341, -0.7031906136
40449271851000,  3.1356088888, -1.0174488127, -1.1088603471
40449291883000,  2.7493262180, -0.4026466349, -1.7195224344
40449311871000,  2.2368178643,  0.0804023774, -2.5246358451
40449331860000,  1.7211032887,  0.3634164474, -3.4644714193
40449351876000,  1.3318700694,  0.4088316152, -4.4338004897
40449371830000,  1.1817748631,  0.2175581578, -5.2952583079
40449391846000,  1.3449125846, -0.1695384959, -5.9006542895
40449411870000,  1.8414477395, -0.6770008465, -6.1167682473
40449433430000,  2.6315054015, -1.2064592651, -5.8510370989
40449451876000,  3.6195588891, -1.6527420034, -5.0724021754
40449471850000,  4.6689451814, -1.9216209961, -3.8227724820
40449491870000,  5.6241114489, -1.9464046796, -2.2164462037
40449511868000,  6.3362953453, -1.7001711852, -0.4268959785
40449531856000,  6.6886715912, -1.2012310265,  1.3372668280
40449551906000,  6.6160595113, -0.5110619832,  2.8633165254
40449571880000,  6.1157131384,  0.2749918497,  3.9674746509
40449591895000,  5.2476798526,  1.0428041949,  4.5239404323
40449611896000,  4.1246037385,  1.6780527591,  4.4845123686
40449631861000,  2.8926746860,  2.0844348603,  3.8857372130
