t             ,x             ,y             ,z             
213898489000  ,  0.3219689370,  0.0961006425, -0.2721704608
213917063000  ,  0.2529633944,  0.1029131681, -0.2565774284
213936978000  ,  0.1713543808,  0.1201221888, -0.2059368249
213957026000  ,  0.0988382197,  0.1513253970, -0.1284603231
213977043000  ,  0.0533017473,  0.1964332708, -0.0375063905
213997028000  ,  0.0438728587,  0.2512708695,  0.0513546232
214017043000  ,  0.0682661498,  0.3083442069,  0.1235572837
214037046000  ,  0.1130256627,  0.3581627464,  0.1688978136
214057014000  ,  0.1568581856,  0.3914032536,  0.1836181881
214077044000  ,  0.1763177725,  0.4011708835,  0.1707901650
214097028000  ,  0.1524940258,  0.3848065243,  0.1389029983
214117039000  ,  0.0770862879,  0.3445124696,  0.0990148222
214137048000  , -0.0438277132,  0.2869755776,  0.0610868483
214157018000  , -0.1892622957,  0.2218328798,  0.0303523675
214177051000  , -0.3268407950,  0.1592152133,  0.0048995189
214197033000  , -0.4195269240,  0.1070595495, -0.0248234415
214217028000  , -0.4341715709,  0.0688910022, -0.0743915441
214237049000  , -0.3501557125,  0.0428166494, -0.1616485151
214257018000  , -0.1657042304,  0.0217320543, -0.3011844035
214277044000  ,  0.0994047473, -0.0050068237, -0.4987024950
214297026000  ,  0.4055905959, -0.0494944760, -0.7473087543
214317026000  ,  0.7008132817, -0.1221928371, -1.0258863945
214337046000  ,  0.9296034358, -0.2284755398, -1.3000424750
214357014000  ,  1.0442232690, -0.3672741193, -1.5267536906
214377073000  ,  1.0143844911, -0.5315585636, -1.6615860925
214397041000  ,  0.8329307166, -0.7102575331, -1.6670325235
214417039000  ,  0.5177718919, -0.8903535943, -1.5214689661
214437046000  ,  0.1087385072, -1.0601777676, -1.2254131122
214457016000  , -0.3406237430, -1.2124757416, -0.8042066735
214477046000  , -0.7738582967, -1.3460867132, -0.3060987921
214497026000  , -1.1428591194, -1.4659852753,  0.2043387613
214517049000  , -1.4169442632, -1.5815273261,  0.6566941716
214537056000  , -1.5876021409, -1.7030613180,  0.9869840041
214557014000  , -1.6680674201, -1.8378651598,  1.1496098717
214577048000  , -1.6876855346, -1.9865877677,  1.1265853065
214597054000  , -1.6824203563, -2.1407644939,  0.9317405105
214617044000  , -1.6841731401, -2.2826583637,  0.6088083199
214637053000  , -1.7116419169, -2.3877594396,  0.2232127872
214657183000  , -1.7650027738, -2.4300139695, -0.1503465361
214677118000  , -1.8257962224, -2.3875748711, -0.4428110578
214698903000  , -1.8620801927, -2.2476991041, -0.6051058391
214717019000  , -1.8384863897, -2.0108888613, -0.6195209898
214739179000  , -1.7277494306, -1.6927841799, -0.5063762712
214757084000  , -1.5234941692, -1.3222737736, -0.3220504213
214777093000  , -1.2475643929, -0.9368346241, -0.1484158440
214797033000  , -0.9517280269, -0.5746571769, -0.0775001104
214817018000  , -0.7115062141, -0.2670776459, -0.1922557010
214837046000  , -0.6134595212, -0.0320214463, -0.5476097962
214857194000  , -0.7391979128,  0.1294788329, -1.1558193058
214877048000  , -1.1473942128,  0.2328885793, -1.9779600230
214897034000  , -1.8588501095,  0.3055035618, -2.9246051992
214917029000  , -2.8476931068,  0.3780261425, -3.8662796742
