t             ,x             ,y             ,z             
35721578046000, -0.4773670032,  0.0541058791, -0.1383672723
35721590651000, -0.4652000667,  0.1145639681, -0.2707006383
35721610706000, -0.4405259118,  0.2060430168, -0.3492750932
35721630619000, -0.4191325403,  0.3044780664, -0.3417312916
35721650691000, -0.4136967542,  0.3790065046, -0.2311119369
35721670939000, -0.4285714731,  0.3999364886, -0.0218994092
35721690719000, -0.4556453285,  0.3474762675,  0.2576492579
35721710673000, -0.4729856177,  0.2194754919,  0.5576077680
35721730656000, -0.4469448945,  0.0353666005,  0.8133774214
35721750821000, -0.3383517017, -0.1648451013,  0.9557227983
35721770668000, -0.1113675702, -0.3269152224,  0.9223274119
35721792276000,  0.2567076940, -0.3934247420,  0.6686523279
35721810743000,  0.7660564302, -0.3173142655,  0.1760591571
35721830659000,  1.3883832694, -0.0755518747, -0.5444073458
35721850664000,  2.0656069484,  0.3202822747, -1.4533632848
35721870676000,  2.7147838738,  0.8190241034, -2.4889582252
35721892368000,  3.2393830748,  1.3321550541, -3.5768867095
35721910709000,  3.5453308936,  1.7437192909, -4.6420765242
35721930656000,  3.5597115333,  1.9265662303, -5.6196658660
35721950663000,  3.2486256208,  1.7625062183, -6.4632911281
35721970681000,  2.6307326354,  1.1630970754, -7.1490192498
35721992113000,  1.7831265587,  0.0872687649, -7.6742653115
35722010718000,  0.8375184198, -1.4474986739, -8.0520523828
35722030666000, -0.0337819891, -3.3627278610, -8.3020228424
35722050659000, -0.6407798507, -5.5256855040, -8.4403644575
35722070679000, -0.8041213424, -7.7642749502, -8.4703428394
35722092264000, -0.3859851649, -9.8883205879, -8.3764514591
35722110706000,  0.6836304338,-11.7135522552, -8.1246631522
35722130661000,  2.3886124238,-13.0855019212, -7.6683283908
35722150668000,  4.6211966663,-13.8981763333, -6.9587318490
35722170681000,  7.1898254172,-14.1049922358, -5.9578965980
35722192298000,  9.8411064735,-13.7206895940, -4.6530103529
35722210688000, 12.2924379203,-12.8158359087, -3.0667543834
35722230661000, 14.2696422121,-11.5039211776, -1.2641778735
35722250668000, 15.5451743090, -9.9243542873,  0.6486128190
35722270684000, 15.9696245378, -8.2231781821,  2.5329114982
35722292296000, 15.4916082793, -6.5348034276,  4.2324256510
35722310706000, 14.1628025474, -4.9670585066,  5.5938002999
35722330656000, 12.1276512078, -3.5915880232,  6.4884898504
35722350666000,  9.5989276671, -2.4403708879,  6.8323393113
35722370684000,  6.8237157598, -1.5077634686,  6.5998436394
35722392294000,  4.0460060195, -0.7576014851,  5.8299679357
35722410731000,  1.4725786075, -0.1335226797,  4.6224264177
35722430676000, -0.7525470017,  0.4289822445,  3.1247082976
35722450676000, -2.5609085394,  0.9906362816,  1.5118031400
35722470679000, -3.9579307001,  1.5977717128, -0.0383636783
35722492399000, -5.0079842062,  2.2743945408, -1.3698242776
