t             ,x             ,y             ,z             
35854811082000,  0.6346563711,  0.0309765254, -0.4335853900
35854830979000,  0.7964835131,  0.0784961824, -0.8087012744
35854850629000,  0.8366093967,  0.0966722315, -1.0189667039
35854870446000,  0.7407465318,  0.0736916339, -0.9898087398
35854890839000,  0.5262245894,  0.0053161900, -0.6958693698
35854910446000,  0.2415711425, -0.1036539057, -0.1718782406
35854930376000, -0.0412758169, -0.2393814986,  0.4894089206
35854951094000, -0.2404877022, -0.3807837915,  1.1521315521
35854970976000, -0.2813784559, -0.5028130329,  1.6629478442
35854990492000, -0.1132018238, -0.5806121292,  1.8815494518
35855010429000,  0.2776639523, -0.5939296686,  1.7101087346
35855030406000,  0.8612717718, -0.5309259032,  1.1153002237
35855051886000,  1.5662710843, -0.3910438836,  0.1376568732
35855070571000,  2.2905595997, -0.1859785334, -1.1145186061
35855090746000,  2.9187126311,  0.0612094573, -2.4852740279
35855110644000,  3.3429473762,  0.3180301604, -3.8016488781
35855130417000,  3.4839773940,  0.5461248011, -4.9081284998
35855151789000,  3.3075673138,  0.7044096408, -5.6970418036
35855170396000,  2.8333948802,  0.7529621264, -6.1290601253
35855190399000,  2.1345195578,  0.6566720065, -6.2388688691
35855210644000,  1.3275294289,  0.3883563664, -6.1245390388
35855230636000,  0.5551266916, -0.0686625864, -5.9229307568
35855251781000, -0.0357091495, -0.7184882872, -5.7764513887
35855270404000, -0.3160344425, -1.5511458802, -5.7985476478
35855290397000, -0.1937506471, -2.5416149918, -6.0455691762
35855310606000,  0.3742126635, -3.6496409562, -6.5014445717
35855330437000,  1.3778331390, -4.8206080577, -7.0787531589
35855351849000,  2.7582021666, -5.9879932095, -7.6360675146
35855370399000,  4.4181243158, -7.0780248916, -8.0079669622
35855390454000,  6.2374313999, -8.0158911615, -8.0410164826
35855410609000,  8.0891747006, -8.7327801279, -7.6284376449
35855430411000,  9.8536625426, -9.1735073173, -6.7352576704
35855450509000, 11.4285476285, -9.3038323308, -5.4085733216
35855470389000, 12.7332064412, -9.1176989419, -3.7709510623
35855490466000, 13.7083401590, -8.6406545680, -1.9986318453
35855510476000, 14.3122323545, -7.9299805094, -0.2878615555
35855530394000, 14.5167040248, -7.0688146471,  1.1818072841
35855551884000, 14.3027781901, -6.1569544132,  2.2807541780
35855570399000, 13.6592220118, -5.2980825845,  2.9502871496
35855590396000, 12.5840685490, -4.5851084467,  3.2082073073
35855610564000, 11.0887269101, -4.0866169096,  3.1382281407
35855630432000,  9.2035371277, -3.8349444157,  2.8655651889
35855651787000,  6.9826698699, -3.8193523997,  2.5251916920
35855670399000,  4.5064662254, -3.9856718808,  2.2294072120
35855690399000,  1.8797830090, -4.2426129232,  2.0425623902
35855710562000, -0.7745284031, -4.4741127657,  1.9687700323
35855730414000, -3.3262029269, -4.5563287690,  1.9546418561
35855751916000, -5.6507170984, -4.3768314653,  1.9063666127
35855770422000, -7.6427974844, -3.8527851340,  1.7170735777
35855790396000, -9.2276755585, -2.9452136061,  1.2976824150
35855810566000,-10.3678308223, -1.6671130192,  0.6039536616
35855830412000,-11.0638931471, -0.0840632214, -0.3468040579
35855851912000,-11.3496591285,  1.6929209299, -1.4734630938
35855870417000,-11.2822501193,  3.5211125554, -2.6438836718
35855890401000,-10.9296403490,  5.2446407593, -3.7000739769
35855910391000,-10.3580484685,  6.7148842986, -4.4904556293
35855930396000, -9.6218315376,  7.8092748070, -4.9016121772
35855951812000, -8.7576292288,  8.4459870573, -4.8827181906
35855970419000, -7.7842925364,  8.5927043574, -4.4569910079
35855990401000, -6.7079271109,  8.2682452445, -3.7175567821
35856010552000, -5.5303006467,  7.5369885920, -2.8089171682
35856030426000, -4.2583606823,  6.4974942111, -1.8976619951
35856051796000, -2.9124846747,  5.2676623849, -1.1388358798
35856070406000, -1.5310015340,  3.9685910282, -0.6453384777
35856090404000, -0.1698407502,  2.7097798000, -0.4665176530
35856110572000,  1.1033571646,  1.5776365501, -0.5810015391
35856130417000,  2.2193026162,  0.6286513388, -0.9044852108
35856151906000,  3.1191494748, -0.1126641346, -1.3101161845
35856170426000,  3.7664122306, -0.6509112592, -1.6574747599
35856190404000,  4.1554716679, -1.0127468342, -1.8235070611
35856210564000,  4.3145408031, -1.2381512104, -1.7285010585
35856230632000,  4.3023907701, -1.3707828995, -1.3523385316
35856251897000,  4.1987451842, -1.4497356535, -0.7372753780
35856270394000,  4.0903103970, -1.5038260177,  0.0228662863
35856290404000,  4.0547435698, -1.5483692600,  0.8037079490
35856310561000,  4.1457601935, -1.5847456903,  1.4768368588
35856330407000,  4.3823742721, -1.6025614688,  1.9360085033
35856351794000,  4.7443214883, -1.5835812724,  2.1174234387
35856370396000,  5.1746643420, -1.5064910926,  2.0099710103
35856390451000,  5.5891786775, -1.3517035751,  1.6538101231
35856410557000,  5.8909020383, -1.1052729170,  1.1284399089
35856430389000,  5.9870790153, -0.7615357529,  0.5333457283
35856450469000,  5.8055922655, -0.3241801694, -0.0339657946
35856470392000,  5.3075915134,  0.1937951564, -0.4975542723
35856490402000,  4.4945838446,  0.7715672927, -0.8162009292
35856510562000,  3.4091621662,  1.3825566253, -0.9874165701
35856530419000,  2.1291897394,  1.9980789881, -1.0423650757
35856551899000,  0.7568005563,  2.5911170518, -1.0335519755
35856570421000, -0.5957053792,  3.1389998064, -1.0185283624
35856590402000, -1.8205905839,  3.6246470617, -1.0444900548
35856610537000, -2.8281281318,  4.0378136338, -1.1368874703
35856630427000, -3.5551032201,  4.3746014569, -1.2943230398
35856651754000, -3.9687648965,  4.6376051601, -1.4904811037
35856670391000, -4.0664743813,  4.8342474096, -1.6824240246
35856690411000, -3.8710503380,  4.9748244133, -1.8235683701
