t             ,x             ,y             ,z             
9743299661000 ,  0.1643242540, -0.0110757846, -0.3076995634
9743320735000 ,  0.2365036491, -0.0020110396, -0.3076415437
9743339791000 ,  0.2857012110,  0.0145019711, -0.2525391031
9743359566000 ,  0.3032002475,  0.0385151319, -0.1440710108
9743379633000 ,  0.2868291507,  0.0686206809,  0.0065819609
9743399661000 ,  0.2418978637,  0.1018407355,  0.1801708934
9743419640000 ,  0.1805464179,  0.1337583309,  0.3523624432
9743439621000 ,  0.1195444911,  0.1588980189,  0.4977459126
9743460195000 ,  0.0769197861,  0.1713282535,  0.5941308944
9743479668000 ,  0.0680661063,  0.1654251546,  0.6263405818
9743500080000 ,  0.1021271965,  0.1367115772,  0.5888005012
9743520593000 ,  0.1794333049,  0.0826691937,  0.4864541872
9743539820000 ,  0.2905821276,  0.0034157921,  0.3338585062
9743559668000 ,  0.4174383410, -0.0978543097,  0.1526564922
9743579660000 ,  0.5359398136, -0.2147519320, -0.0320746241
9743599675000 ,  0.6202237199, -0.3379541383, -0.1959067866
9743619655000 ,  0.6473015701, -0.4558641182, -0.3188270366
9743640241000 ,  0.6013803767, -0.5556427624, -0.3880286663
9743659655000 ,  0.4769783439, -0.6245333845, -0.3992854107
9743679651000 ,  0.2802098350, -0.6513499880, -0.3567575256
9743699648000 ,  0.0279710835, -0.6279562943, -0.2713842512
9743719691000 , -0.2548276457, -0.5505361676, -0.1582757010
9743740943000 , -0.5394514399, -0.4204545770, -0.0336792607
9743759648000 , -0.7981412937, -0.2445380057,  0.0878661964
9743780586000 , -1.0086025139, -0.0346659770,  0.1956612471
9743799596000 , -1.1573328200,  0.1933432926,  0.2839209148
9743819578000 , -1.2411884017,  0.4214613097,  0.3516943598
9743839606000 , -1.2669510893,  0.6315907276,  0.4017746469
9743859635000 , -1.2490659094,  0.8078293227,  0.4389415038
9743879605000 , -1.2060805175,  0.9385164342,  0.4679928617
9743899586000 , -1.1565615184,  1.0177269805,  0.4920315096
9743919618000 , -1.1153389154,  1.0459443475,  0.5113858533
9743939610000 , -1.0908265674,  1.0297651711,  0.5233827594
9743959600000 , -1.0839097102,  0.9806487902,  0.5229933845
9743979591000 , -1.0885387450,  0.9128945119,  0.5041820850
9743999593000 , -1.0937992402,  0.8411781799,  0.4616421001
9744019591000 , -1.0869212120,  0.7780744534,  0.3925262095
9744039608000 , -1.0565108491,  0.7320093988,  0.2977865836
9744059765000 , -0.9952706053,  0.7060201378,  0.1828195046
9744080678000 , -0.9016184658,  0.6975523816,  0.0572475621
9744099641000 , -0.7798882085,  0.6993278537, -0.0661643540
9744119638000 , -0.6391266262,  0.7011001249, -0.1733034844
9744139611000 , -0.4908252459,  0.6919334024, -0.2509304988
9744159615000 , -0.3461614711,  0.6625250762, -0.2889673275
9744179591000 , -0.2134255216,  0.6070775422, -0.2824743618
9744199590000 , -0.0962542802,  0.5243164588, -0.2329815898
9744219611000 ,  0.0069044543,  0.4174366454, -0.1489286506
9744239611000 ,  0.1019677950,  0.2929974177, -0.0450925298
9744259760000 ,  0.1972274804,  0.1590355518,  0.0589791040
9744279610000 ,  0.3006668096,  0.0228610197,  0.1413736433
9744299591000 ,  0.4172308434, -0.1108995701,  0.1807833903
9744319593000 ,  0.5467226762, -0.2414732791,  0.1596752595
9744340066000 ,  0.6828726079, -0.3719414316,  0.0672470593
9744359601000 ,  0.8138752098, -0.5079445273, -0.0982449047
9744379611000 ,  0.9243660595, -0.6552742283, -0.3281537229
9744399586000 ,  0.9984854902, -0.8168288084, -0.6033740247
9744419628000 ,  1.0234216040, -0.9896193029, -0.8956654854
9744439616000 ,  0.9926948485, -1.1625874987, -1.1703218251
9744459601000 ,  0.9084707587, -1.3159061036, -1.3899537743
9744479605000 ,  0.7823624567, -1.4221823856, -1.5189801472
9744499581000 ,  0.6344748208, -1.4496207273, -1.5282849293
9744519625000 ,  0.4907884662, -1.3667865148, -1.3994255882
9744539616000 ,  0.3793129693, -1.1482379836, -1.1277879022
9744559601000 ,  0.3256876775, -0.7800360564, -0.7241837872
9744579610000 ,  0.3490249144, -0.2640666791, -0.2145748223
9744599583000 ,  0.4587517138,  0.3797567227,  0.3621460707
9744619595000 ,  0.6530213088,  1.1140155192,  0.9581040466
9744639606000 ,  0.9189725588,  1.8871708398,  1.5216488140
9744659765000 ,  1.2347732465,  2.6394289995,  2.0031405795
9744679610000 ,  1.5730591203,  3.3102322745,  2.3605316690
