t             ,x             ,y             ,z             
59936341649000, -0.1003069389, -0.4051923239,  0.3519582547
59936361709000,  0.1024289653, -0.2732638352,  0.3652584005
59936385306000,  0.2806473703, -0.1060620090,  0.2714182521
59936402569000,  0.3830534911,  0.0583090443,  0.0852677834
59936421702000,  0.3744727460,  0.1824457490, -0.1520807532
59936442307000,  0.2461870472,  0.2386424603, -0.3820000420
59936461717000,  0.0204236184,  0.2158215925, -0.5428160525
59936481692000, -0.2527546460,  0.1225810858, -0.5870062256
59936501689000, -0.5060587684, -0.0145026377, -0.4970615599
59936521707000, -0.6709153619, -0.1571604863, -0.2960094341
59936541677000, -0.6955041290, -0.2650935413, -0.0492066874
59936561671000, -0.5603783887, -0.3071817525,  0.1438720789
59936581689000, -0.2874270509, -0.2713950301,  0.1677610443
59936603281000,  0.0601411358, -0.1716202883, -0.0845515003
59936621866000,  0.3881134364, -0.0497878233, -0.6854258936
59936641846000,  0.5898415638,  0.0280714546, -1.6498524754
59936661799000,  0.5696737666, -0.0186984518, -2.9225950949
59936681706000,  0.2667555101, -0.2722553500, -4.3781878032
59936702139000, -0.3264647070, -0.8018996984, -5.8359042022
59936721702000, -1.1555489569, -1.6511780518, -7.0874951567
59936741681000, -2.1081497722, -2.8283199835, -7.9327140136
59936761669000, -3.0302618125, -4.3020400417, -8.2159754053
59936781696000, -3.7522569005, -6.0035563535, -7.8578267867
59936803572000, -4.1198670342, -7.8331122894, -6.8742525262
59936822691000, -4.0248502347, -9.6723509988, -5.3787302614
59936842001000, -3.4278018754,-11.3980697871, -3.5661585403
59936861731000, -2.3682526316,-12.8955619045, -1.6811595803
59936882629000, -0.9604192838,-14.0701140922,  0.0234887760
59936901707000,  0.6251239737,-14.8548757782,  1.3305086705
59936922426000,  2.1904262599,-15.2145635234,  2.0952424222
59936941702000,  3.5440092999,-15.1453348459,  2.2688470298
59936961881000,  4.5330166027,-14.6716297886,  1.9027967873
59936981784000,  5.0669605858,-13.8412636627,  1.1340880670
59937001694000,  5.1290236309,-12.7196316034,  0.1541863857
59937021711000,  4.7729582493,-11.3839138847, -0.8323379639
59937041692000,  4.1074208009, -9.9186073862, -1.6507133492
59937061696000,  3.2706677405, -8.4100326262, -2.1905473773
59937081711000,  2.4020059013, -6.9422311099, -2.4248659979
59937101786000,  1.6152990582, -5.5925144737, -2.4108391323
59937121714000,  0.9809924052, -4.4263400939, -2.2714150748
59937141694000,  0.5196994361, -3.4918580329, -2.1617398082
59937161749000,  0.2075413469, -2.8149487343, -2.2285104399
59937186214000, -0.0085344134, -2.3954355247, -2.5708653238
59937201721000, -0.1901573583, -2.2066424231, -3.2115193352
59937221742000, -0.3872019562, -2.1982126263, -4.0854511016
59937241704000, -0.6228650560, -2.3023032678, -5.0490149709
59937261722000, -0.8876416860, -2.4430408170, -5.9080231289
59937281727000, -1.1432053704, -2.5479264782, -6.4584950377
59937301697000, -1.3349692333, -2.5591517504, -6.5319067627
59937321711000, -1.4098608238, -2.4429972033, -6.0353985881
59937341701000, -1.3342541135, -2.1951390982, -4.9778755271
59937361812000, -1.1071832142, -1.8406884198, -3.4759556662
59937381709000, -0.7650447989, -1.4288500554, -1.7379603885
59937401706000, -0.3764199752, -1.0230027040, -0.0285795654
59937421672000, -0.0278712811, -0.6881129238,  1.3787119563
59937441869000,  0.1956782594, -0.4780091657,  2.2520211991
59937462826000,  0.2314943942, -0.4253279076,  2.4442808879
59937482859000,  0.0550651449, -0.5361405554,  1.9205521459
59937501706000, -0.3127566661, -0.7903541531,  0.7635637712
59937521701000, -0.8094119962, -1.1479853128, -0.8432547777
59937541692000, -1.3446455425, -1.5595872326, -2.6516034490
59937563232000, -1.8220424711, -1.9782915656, -4.3957995278
59937581717000, -2.1628056032, -2.3704782361, -5.8423083458
59937601704000, -2.3260928597, -2.7223765849, -6.8311403298
59937630776000, -2.3207773145, -3.0408098336, -7.3012373469
59937641687000, -2.2055391419, -3.3475478269, -7.2950901345
59937661844000, -2.0769295960, -3.6687949297, -6.9423096452
59937681729000, -2.0476385551, -4.0219566989, -6.4265237166
59937701734000, -2.2197204602, -4.4031493289, -5.9427280351
59937723156000, -2.6590621728, -4.7793791573, -5.6543107665
59937741696000, -3.3770324920, -5.0879314790, -5.6588802347
59937761919000, -4.3237033695, -5.2439706265, -5.9692832914
59937781739000, -5.3950463862, -5.1554602721, -6.5128763631
59937801721000, -6.4522624532, -4.7426858562, -7.1493726512
59937822387000, -7.3492111874, -3.9585283166, -7.7021169369
59937841842000, -7.9618765373, -2.8052385649, -7.9963777840
59937863347000, -8.2135454797, -1.3432172221, -7.8959868568
59937881766000, -8.0900131365,  0.3112858155, -7.3306155895
59937901739000, -7.6408016402,  1.9995897091, -6.3087191984
59937921744000, -6.9670127660,  3.5435184267, -4.9146438435
59937941662000, -6.1979909461,  4.7741153667, -3.2913895622
59937961747000, -5.4630459361,  5.5603813351, -1.6129802916
59937981757000, -4.8642094235,  5.8319766490, -0.0525079123
59938001729000, -4.4556257552,  5.5920781349,  1.2469635002
59938022704000, -4.2349681111,  4.9169802042,  2.1932522842
59938042021000, -4.1484350293,  3.9420596330,  2.7542830387
59938061904000, -4.1077621383,  2.8368366599,  2.9549273901
59938081686000, -4.0149911732,  1.7738502729,  2.8635242592
59938101676000, -3.7888397005,  0.8974783032,  2.5719386272
59938121671000, -3.3865184142,  0.2989137855,  2.1743231140
59938141699000, -2.8154727563,  0.0026037169,  1.7495607075
59938163566000, -2.1320816017, -0.0337013137,  1.3497009017
59938182037000, -1.4278603483,  0.0951349573,  0.9966597025
59938203086000, -0.8063572364,  0.2666564054,  0.6870382565
59938224062000, -0.3564313964,  0.3603188866,  0.4026185519
59938241742000, -0.1291222453,  0.2860837806,  0.1220856176
59938265172000, -0.1230354677,  0.0058501952, -0.1690920712
59938281741000, -0.2823633375, -0.4571818902, -0.4729903470
59938307336000, -0.5085965900, -1.0228436303, -0.7786159721
59938321729000, -0.6829415205, -1.5709223906, -1.0663833298
59938341734000, -0.6950436690, -1.9683296635, -1.3154198143
59938361707000, -0.4711904781, -2.0990937268, -1.5112430093
59938381742000,  0.0045319509, -1.8909206647, -1.6515031345
59938401711000,  0.6816806007, -1.3327526810, -1.7476522792
59938422379000,  1.4498714289, -0.4793337927, -1.8212890748
59938449007000,  2.1590745212,  0.5581898776, -1.8963575414
59938461724000,  2.6497672454,  1.6336742808, -1.9899116271
