-5.8166,-1.1959,4.414,0.31347,-4.3366
-2.6077,4.1487,5.6504,3.2483,-3.3874
-1.1797,3.9667,-0.13455,-3.4667,4.3959
2.2498,0.45874,-7.7314,0.1275,-0.49771
3.4568,-3.4408,0.66841,1.3827,0.25961
0.70817,-0.47764,0.11022,-1.1776,3.4491
-0.80786,-2.2711,2.9353,3.2516,4.1638
-4.8111,-8.2681,-1.705,-6.9681,12.67
-2.2688,-2.8637,7.4648,1.3428,-2.921
-1.5367,-0.14548,2.3145,-2.9579,0.7001
-1.5653,-3.2475,0.64237,8.5345,-2.11
3.5016,7.0223,-8.1913,0.55628,0.27964
7.8141,-8.1909,1.5239,-9.0521,-7.276
1.0921,3.4034,-3.1509,-0.47433,-0.27107
-0.70285,-5.7681,-1.8597,-0.11365,-5.0678
-4.0828,5.0436,2.666,-2.797,-1.7786
1.2017,-11.897,-2.3607,8.6864,3.8808
2.9358,-2.157,-4.4943,-0.46181,3.0284
-8.3541,5.5293,3.5763,-14.162,-0.30594
0.023471,-6.0409,-0.86839,3.3413,-2.6095
-3.3623,-5.6005,-2.3604,-1.0045,-9.5957
2.2241,-1.2778,-1.6713,-0.40133,-0.67846
-1.8227,-3.6131,7.3739,0.34923,-1.0832
1.1404,1.9833,-1.3387,8.6792,1.8533
-0.79088,0.98278,2.5704,-3.9374,1.1917
-2.993,-6.545,-1.6649,6.8962,-3.8974
-0.70443,-2.4958,1.2756,-3.4542,-1.4659
-4.7436,3.2407,2.6478,-0.96826,0.94545
-1.9582,-4.9698,-3.2665,6.9711,-1.3547
2.093,-5.8929,-6.6705,2.1343,-3.1234
10.386,-4.4906,-1.0498,1.7863,3.4854
4.5538,2.6289,3.0656,3.6527,-0.9484
-0.86566,2.4355,-1.8065,-1.833,1.3731
3.0808,-7.349,3.6857,1.0475,8.4947
-0.31707,-8.5862,0.34387,-4.0337,0.17847
-2.0244,0.22688,5.3885,-0.55768,0.06096
0.29903,-4.9636,-3.0778,-1.8078,-5.922
3.3822,-2.3181,1.9379,2.8056,-1.2295
-3.3188,-1.9504,7.4678,3.0834,4.84
-2.1762,-1.9789,-2.009,0.32143,-0.82959
-3.9245,-3.0733,-5.701,-0.88212,3.999
2.6161,-3.0816,0.2073,6.8805,-0.11897
0.4848,-1.693,4.7582,-0.48432,-4.0692
4.4555,-0.60807,2.6592,-1.8676,2.7277
3.0451,5.4507,5.8974,4.1524,-3.2911
