-2.1733,0.52808,0.013571,0.83209,-0.5035
-1.1176,0.033544,-0.1934,0.5896,-0.3991
-0.17856,-0.49531,0.9002,-0.18207,-0.086377
-0.0065642,-0.31092,0.83008,0.22619,0.36454
-0.45299,-0.55582,0.82343,0.19638,-0.41251
-0.15904,0.34566,0.1216,0.29082,-1.1562
-1.7483,-0.1462,0.25565,-0.42526,-0.12885
-0.086296,-1.1023,0.15111,0.74589,-0.61845
0.36146,-0.39897,0.34123,0.68754,0.80105
0.26355,-0.098886,-0.57622,1.0716,-0.55259
0.40881,0.72132,-0.31855,1.8264,-2.7321
0.36233,1.9178,0.23129,0.15543,-2.0443
0.090935,0.94692,-1.0593,2.6757,-5.0538
1.4961,0.7776,-0.054965,1.7353,-1.6449
-2.2074,1.8322,0.9729,2.2818,-2.1307
0.11378,1.1292,0.51472,0.20716,1.0733
-0.76081,1.496,1.1981,0.66488,-0.08665
0.013037,1.6199,1.1149,0.9088,-1.0454
-1.1074,2.6089,-0.72335,-0.37012,-0.92699
-0.37992,2.0574,-0.48219,0.057499,0.074388
-1.3098,0.64801,0.47376,0.10363,-0.67374
-0.42588,0.11765,-0.59283,-0.99104,-1.3279
-1.9531,-0.61343,-0.59508,1.1827,-1.2678
-0.26969,-0.85808,0.38999,0.020209,-0.62891
-1.1329,0.057288,-0.19542,1.9178,-0.59464
0.46521,-0.23253,0.043097,0.53841,-0.36023
0.43623,0.95071,-0.33911,-0.3559,-0.94931
-1.4243,-0.88929,0.75453,2.6308,0.092704
-0.45472,1.1237,0.31503,1.0474,-0.17785
-0.84485,-0.57015,-0.36816,2.7922,0.50032
1.7209,0.86039,0.51628,0.25238,-1.855
-0.14923,1.307,-0.60754,-0.30414,-0.90333
-0.098649,-0.019941,0.55684,0.96425,-1.9053
0.897,-1.1151,1.0148,-1.0125,-1.3697
-1.0832,0.007549,-0.13378,-1.1958,0.44886
-0.011292,0.17809,-0.4386,0.78112,0.60547
-0.040822,-1.1026,0.47753,-0.69706,-0.90959
-0.95624,-1.2414,-0.64864,0.17159,-0.71579
0.26101,-0.50807,0.15243,0.20073,-0.076296
-1.2472,0.81844,-1.6209,-0.80201,0.19942
0.38982,-1.4891,-1.9638,2.1081,-0.54209
0.41465,-0.023159,-0.93715,1.0694,-0.74241
-1.8084,-0.32974,-0.53638,1.4417,-0.65382
-0.62754,0.54545,1.0472,1.1045,-1.8108
-0.39101,-0.3407,-0.13456,1.0414,-0.96974
1.0246,2.0999,-0.079717,-0.20753,-1.1494
-0.76535,0.35436,0.79669,-1.1606,-0.52735
-0.74899,-0.34455,0.80171,-1.0632,-0.19395
-0.52244,-2.501,2.1589,-2.0287,-0.57935
-0.38068,0.19045,0.21502,-1.4194,-0.6259
-2.6658,0.16743,-2.3689,0.57203,-1.1102
-0.7052,-0.79996,-1.6086,-0.081445,-3.4987
-0.72868,-1.4342,-1.08,-0.20018,-1.347
-0.19278,-0.45896,-0.068941,0.67118,0.64879
-1.0261,-0.74046,-2.7377,0.25035,-4.389
0.30412,-0.46351,-0.042042,0.11809,-0.43277
-0.62459,-0.8755,0.076725,0.18525,-1.9776
-1.1937,-0.48642,-0.34932,0.32689,-1.4319
-0.56248,-0.34441,0.52548,0.72878,-1.3565
0.41198,-0.3269,-1.633,0.13781,-1.4849
-0.34148,0.39029,0.80113,1.214,0.60595
-0.72119,-0.032339,0.66571,1.4064,-0.16069
-2.1925,-0.71953,0.31367,2.0981,0.43702
-1.1859,0.76981,0.58355,1.1631,-0.56575
0.018331,-0.51698,-0.32292,0.86007,0.26046
-2.2178,-2.7968,-2.5923,-0.69251,-1.1378
-1.1676,0.17204,1.5402,0.39162,-0.2067
-1.0985,0.013353,0.7555,0.39609,-0.61862
-0.43485,0.012422,-0.49384,-0.56343,-0.20261
-2.094,1.5428,1.4151,-1.4427,-1.0615
0.32296,-1.2161,0.87023,0.6105,-1.7639
-2.9105,-3.0876,-0.54829,1.6818,0.63553
-0.36763,0.0072828,-1.2807,0.68149,-2.0178
-0.70329,-1.3307,-2.2306,-0.42833,-1.2785
-0.70927,0.43871,-0.79223,0.83828,-1.0288
-1.2857,0.53342,-0.55043,0.098676,-0.24118
-2.4324,1.4928,0.32229,-0.8718,0.11748
-2.4169,-0.064463,1.1,0.3231,1.4024
-1.9661,0.20295,-0.67767,-0.87172,0.25222
-2.3844,-0.24599,-0.81315,0.46135,0.68137
-0.31714,-0.12062,0.10519,0.89554,-0.38663
0.86119,-0.78404,-0.23081,1.4736,0.97341
0.13837,-0.67408,-1.0869,-0.11698,-1.1222
0.58877,-0.26896,0.36858,0.0011517,0.56057
-1.5947,-0.64586,-0.12289,0.13213,1.0624
-0.23964,0.013971,-1.3565,-1.394,-0.21612
-1.2733,0.33125,-0.0071947,-1.0875,0.32638
-0.63215,-0.11567,-0.54086,0.11,1.5343
-0.36039,-0.5765,-2.2123,0.05206,-0.96917
-0.66195,-1.3267,-0.81441,-0.55166,-0.14101
0.76984,-0.58143,-0.42589,-0.097472,-1.0227
0.67858,-1.3009,-1.1515,-0.079064,-0.96577
1.0706,-1.4859,-0.25786,0.73262,-1.569
0.26881,0.76711,-0.0018294,0.58116,-0.40543
-0.20014,0.57897,-0.43986,-0.11134,-0.88871
-0.58113,3.7182,1.2254,-0.12386,-0.85722
-1.3128,-0.55949,-1.0926,-1.2857,-1.2914
-0.80882,-0.33165,-0.23295,-0.47072,-0.073668
0.30298,-0.099335,0.99524,0.5281,-0.74967
-1.4595,0.11455,0.018312,1.8081,-1.798
-0.71069,0.053152,0.79368,0.82149,0.55219
-1.8468,-1.1611,-1.0567,-0.48795,-1.1918
-1.1515,-0.51854,-0.99157,0.21538,0.83646
-1.8545,-1.3323,0.91998,1.119,-0.85274
-1.0497,-0.75164,0.047608,0.67338,-1.7573
0.22975,0.58173,0.87738,-1.0144,-0.17823
-0.49273,-0.36682,-0.48587,-1.9459,-1.134
-0.54343,-1.4702,0.38282,-1.1965,-1.1766
-0.046626,-0.38562,-0.50558,-1.185,-2.0568
-1.167,0.31425,0.68161,-1.1301,-1.8336
-1.055,-0.29871,0.49604,0.25931,-0.9687
-2.4298,1.4008,1.5404,1.4851,-0.29512
-3.3705,0.2022,-0.42844,4.1388,-0.90368
-1.3846,1.6833,-1.2897,0.9806,-0.98945
-1.451,-0.47102,0.051706,0.58266,-0.1394
-0.11529,0.5271,1.9291,0.52088,-1.2297
-1.0169,-0.33224,0.91971,0.9504,-0.86363
-0.94572,-0.19304,1.6494,1.2798,-1.0578
-0.78192,1.2912,0.37076,-0.24333,-1.118
-0.87849,-0.49171,0.46793,0.30193,-1.2628
1.9835,0.33626,2.8573,1.1429,-0.095561
0.077692,-1.7381,3.0686,2.2157,-1.4667
-1.6851,-1.415,2.7899,3.6373,-1.0929
-1.0877,-1.253,1.8357,-0.091814,-0.94706
-1.5861,-0.3238,3.0957,1.6095,-0.75585
-1.2362,0.61277,-0.22532,-1.0072,0.32672
-1.1025,0.12524,2.0955,-0.20798,-2.0714
0.66043,2.0955,-1.656,-1.5646,1.7046
-1.2804,1.7731,0.86442,-0.4881,-1.4409
-0.69699,2.0341,0.37301,-0.33337,-0.56575
2.1665,0.19458,1.1726,1.1114,0.46771
1.2153,-0.046044,0.53776,-0.61895,-0.62825
0.82925,-0.81707,0.31004,-1.4954,-1.6905
0.24036,-1.039,1.3962,-0.8913,-0.56794
0.72994,-0.8916,0.96858,-0.93728,0.15036
1.0157,-1.9071,-1.6621,-0.25559,0.27195
1.2487,-0.32441,0.88793,-0.65073,1.7629
0.23671,-0.73587,0.045818,-1.1318,-0.75042
-0.17167,0.83686,0.66169,-0.75783,0.46148
-0.22543,0.53178,-0.77317,0.17854,0.35449
-0.029694,-0.1455,0.1929,-0.53748,0.31904
0.032793,-0.44601,0.39474,-0.5699,-0.68994
-0.55412,0.10474,0.202,-0.038632,0.24191
0.47561,-0.67752,1.1348,-1.0619,-0.45696
-0.39969,0.55385,-0.23911,-0.40316,0.5086
0.41063,-0.91996,0.46936,-0.41948,-2.62
-1.4869,-1.0648,0.7524,0.20062,-0.85962
0.21142,-0.69126,-0.27197,0.17924,-0.52963
0.19565,-1.0038,0.1973,-0.35943,-2.9219
-0.21419,-1.5114,-0.22659,-1.0388,-3.4307
-0.41686,0.56876,-1.004,-0.087,0.28858
0.14392,0.71379,1.1528,-0.44209,-0.78161
0.3485,-0.10503,-0.073096,0.34999,-0.82959
-0.59863,2.5129,0.83486,-1.0598,-2.3963
-0.86513,0.095121,0.12234,-0.16098,0.015985
0.50687,-0.017099,0.087904,0.18728,-3.5869
0.13213,0.82616,0.016441,-0.23775,0.43218
-0.58041,-0.049908,-0.092886,-0.96938,0.74965
-1.0468,0.2312,0.63327,-0.54923,-1.4334
-0.979,-0.04751,-0.11703,-0.15343,-1.3548
0.4919,-0.41952,-0.26717,0.39081,-1.5672
0.84616,1.2214,1.7198,1.4306,-1.1418
0.58683,0.055036,0.94797,1.3193,-1.938
0.34301,-0.27923,0.70937,0.76962,-1.6328
0.36033,-0.043622,-0.17185,1.8125,-0.6085
0.31702,-0.33873,1.5165,0.089589,-0.80215
-0.74756,-0.84157,0.63256,1.4659,-1.1679
-0.45219,-0.5237,-0.9314,1.1852,-1.7612
-0.21917,0.74378,0.85159,1.2765,-1.0985
-0.39229,2.158,0.56737,0.91394,-0.1083
0.1723,-0.51454,-0.045004,0.74878,-0.30655
1.2013,0.49253,0.27313,0.038155,0.016662
