-5.8166,-1.1959,4.414,0.31347,-4.3366,-0.60737,0.99071,-0.24963,-0.56548,8.8845
-2.6077,4.1487,5.6504,3.2483,-3.3874,1.2745,2.3611,7.7952,1.734,2.1064
-1.1797,3.9667,-0.13455,-3.4667,4.3959,1.1294,5.4165,5.1273,0.18787,-2.3324
2.2498,0.45874,-7.7314,0.1275,-0.49771,-2.2012,0.28132,6.5097,4.7807,3.1668
3.4568,-3.4408,0.66841,1.3827,0.25961,-4.7919,1.9644,-2.8459,3.5479,-1.9766
0.70817,-0.47764,0.11022,-1.1776,3.4491,-2.9473,0.01094,0.5038,-0.63788,-0.73735
-0.80786,-2.2711,2.9353,3.2516,4.1638,-0.25735,-2.1587,-1.8621,1.3022,-0.9803
-4.8111,-8.2681,-1.705,-6.9681,12.67,4.3766,6.6285,-4.3618,-3.4251,-7.0009
-2.2688,-2.8637,7.4648,1.3428,-2.921,0.44378,-2.3485,1.9004,1.0693,-6.0118
-1.5367,-0.14548,2.3145,-2.9579,0.7001,-5.0406,-0.63681,6.4993,0.77654,-4.5021
-1.5653,-3.2475,0.64237,8.5345,-2.11,-0.32108,-6.9862,0.0043642,-5.1986,1.7369
3.5016,7.0223,-8.1913,0.55628,0.27964,-0.14175,-0.46312,-0.36678,-1.4245,-0.57266
7.8141,-8.1909,1.5239,-9.0521,-7.276,-3.1249,-1.9807,2.0465,4.5868,2.4078
1.0921,3.4034,-3.1509,-0.47433,-0.27107,-4.1336,0.86399,3.2497,4.2272,0.49783
-0.70285,-5.7681,-1.8597,-0.11365,-5.0678,0.24384,-8.2544,-4.9923,-0.87965,-13.982
-4.0828,5.0436,2.666,-2.797,-1.7786,0.38479,-2.7933,0.8772,-0.5412,1.8321
1.2017,-11.897,-2.3607,8.6864,3.8808,-4.9069,8.7614,-0.81185,1.1066,-5.7678
2.9358,-2.157,-4.4943,-0.46181,3.0284,-0.79861,1.0899,-5.1508,-0.38427,6.8246
-8.3541,5.5293,3.5763,-14.162,-0.30594,-4.3107,0.69532,0.62388,7.5206,-0.57794
0.023471,-6.0409,-0.86839,3.3413,-2.6095,-2.1268,-1.6149,1.2771,-0.96828,3.679
-3.3623,-5.6005,-2.3604,-1.0045,-9.5957,-11.321,-1.3945,-7.5912,0.034393,-7.8606
2.2241,-1.2778,-1.6713,-0.40133,-0.67846,-0.59866,-1.5665,-3.2537,2.5364,-5.1051
-1.8227,-3.6131,7.3739,0.34923,-1.0832,10.763,4.8572,4.2038,-2.0177,0.21341
1.1404,1.9833,-1.3387,8.6792,1.8533,1.3559,1.6486,1.6943,-5.5469,1.3397
-0.79088,0.98278,2.5704,-3.9374,1.1917,8.9991,0.60751,2.3123,0.78578,-2.628
-2.993,-6.545,-1.6649,6.8962,-3.8974,1.9838,-3.6528,-0.68408,8.4535,3.0441
-0.70443,-2.4958,1.2756,-3.4542,-1.4659,4.9325,4.5514,-0.48169,-9.7798,1.7115
-4.7436,3.2407,2.6478,-0.96826,0.94545,0.7019,5.0128,-5.7579,0.64558,-0.88099
-1.9582,-4.9698,-3.2665,6.9711,-1.3547,-4.7354,-1.2602,4.1605,1.1976,-1.4159
2.093,-5.8929,-6.6705,2.1343,-3.1234,0.68684,-2.4089,0.77301,0.87441,-2.8017
10.386,-4.4906,-1.0498,1.7863,3.4854,-0.57589,2.4507,-1.0144,0.36034,5.9952
4.5538,2.6289,3.0656,3.6527,-0.9484,-1.185,-3.6332,-5.685,0.14339,5.349
-0.86566,2.4355,-1.8065,-1.833,1.3731,-3.8667,1.0196,-7.2705,2.0755,-0.0011407
3.0808,-7.349,3.6857,1.0475,8.4947,3.961,10.267,-12.669,-4.4656,1.6521
-0.31707,-8.5862,0.34387,-4.0337,0.17847,-11.106,-0.96585,-8.5754,2.2038,-8.1637
-2.0244,0.22688,5.3885,-0.55768,0.06096,-5.3157,-5.4037,1.0514,1.096,-0.16717
0.29903,-4.9636,-3.0778,-1.8078,-5.922,2.1643,-4.5622,-1.6022,3.0686,-0.8796
3.3822,-2.3181,1.9379,2.8056,-1.2295,1.2891,-1.908,-3.4024,-5.5072,1.5477
-3.3188,-1.9504,7.4678,3.0834,4.84,5.5012,7.8356,-4.1534,-3.3077,-2.4829
-2.1762,-1.9789,-2.009,0.32143,-0.82959,-2.4246,-4.1648,-2.2551,-3.529,-0.060246
-3.9245,-3.0733,-5.701,-0.88212,3.999,0.90418,-2.4456,-2.3673,1.198,-2.8536
2.6161,-3.0816,0.2073,6.8805,-0.11897,5.5244,3.2072,-2.0015,0.42849,10.562
0.4848,-1.693,4.7582,-0.48432,-4.0692,-5.3105,6.0217,-7.9389,2.2639,-1.483
4.4555,-0.60807,2.6592,-1.8676,2.7277,3.4259,-3.2173,3.0797,3.5224,6.5769
3.0451,5.4507,5.8974,4.1524,-3.2911,1.7755,2.5288,4.7699,-1.8406,5.1007
-0.89605,-3.1755,-7.3973,1.2538,-4.4344,3.6386,0.38902,4.9686,-2.3833,2.5409
0.098039,2.4458,0.83618,-1.4137,-2.5445,-4.1755,1.3193,-0.16337,-7.8515,6.444
-1.4867,-5.3479,-0.86261,-7.5466,-0.93662,8.1182,-1.4438,1.078,8.9065,-1.0835
1.3607,1.3826,-7.4993,-11.353,5.0061,0.8277,-5.3722,-6.7549,0.53113,-9.1107
2.1498,1.6715,-4.6305,0.72932,2.2001,1.9103,0.2679,-3.2497,-2.1657,-0.63547
-4.883,5.766,15.635,-3.7402,-5.1058,-6.2036,2.2183,5.7351,-1.9623,-2.0917
-1.3293,-6.2634,2.1691,-4.2616,8.4705,-5.2985,-8.8274,3.3536,-2.0093,0.2392
-0.20074,2.8756,-3.4031,-3.7053,-7.9177,-2.2571,-0.66264,-0.51402,-6.8374,1.5165
2.3885,2.4202,-2.5832,6.8678,2.7142,1.449,2.4461,0.72818,-2.86,-2.0965
2.3805,2.1121,1.1053,0.41622,-0.9097,-0.92439,-0.94003,1.8128,-3.1377,0.52803
0.83888,12.273,2.5474,16.309,10.447,-2.8847,-4.7253,0.59545,0.57964,-1.8469
4.4179,6.6008,-2.374,-1.4734,-6.4224,1.5774,-2.1086,1.0172,-0.94402,5.5254
1.7268,-1.0998,-1.247,0.524,-3.9481,1.4453,-0.56373,2.2138,2.9018,-3.6642
0.80104,-3.0147,-2.8317,-0.30509,1.7065,3.3122,7.1468,-1.9905,-9.1095,-0.36144
0.94678,2.2231,3.1862,3.7809,2.0714,1.7101,1.1793,10.25,-1.7318,1.8184
1.5536,4.5029,4.7761,-6.3006,2.6916,3.5512,-1.1664,0.88082,4.481,-3.2421
-0.48239,0.5362,1.3806,-0.19905,-0.43683,1.6654,2.9715,1.6699,-2.3111,3.1411
-5.431,-4.1626,-1.8222,0.88927,-1.7507,-2.1045,5.039,-5.9574,-9.7495,-0.20139
0.88275,2.7502,0.66744,2.9254,-2.1124,4.0345,7.5051,0.030786,-3.1908,-0.024112
-7.7896,2.2096,-3.5402,-2.6629,-4.806,-2.0509,-3.6703,5.178,-1.745,-2.6785
0.27953,-2.8697,1.1295,-0.28266,-1.8993,-1.1344,-3.4227,0.53183,1.0574,5.2928
2.4172,6.586,-1.1068,2.6489,-0.2347,0.017553,-0.59954,-4.7159,-4.1504,1.3311
1.1454,-5.9885,-0.87624,-0.013381,-0.85837,2.5906,-2.5449,-10.203,5.1025,-7.6115
2.6579,3.1171,-3.1905,2.8309,3.6813,-4.3859,-2.3385,-4.4769,-0.82705,-6.0685
0.2598,-1.1674,-0.37928,8.1878,-1.3222,2.5862,2.6345,5.7206,-9.2384,2.7387
0.019369,1.3078,-0.40499,5.8819,4.4783,7.1287,-0.3018,1.1096,7.3045,6.7134
1.6487,2.2465,-2.0956,-5.4812,1.1854,3.3967,2.0773,2.9406,2.5666,-4.1308
-11.887,5.2451,9.0251,3.5744,-1.2041,-9.6368,-4.6227,1.6143,4.7996,2.0968
8.6996,0.22422,9.3442,1.789,4.9785,5.1067,6.491,1.7749,-6.3207,12.178
-1.8491,-9.0991,-5.9434,2.0466,7.9959,4.0894,-5.4613,0.8538,-4.2397,5.6536
1.7803,-3.9782,0.79692,5.1906,-1.3899,5.5928,1.929,3.6963,-0.35293,1.1772
4.9346,1.3889,7.0873,0.88825,-2.9175,5.6842,-0.90647,1.7722,-0.23432,2.8911
4.6732,-0.25397,-1.921,-2.3186,3.5467,0.50882,-2.8574,1.5559,-1.3888,-0.99258
5.1593,7.0593,3.9491,-5.2141,-1.1866,0.1558,-3.3806,0.1346,-0.28801,-1.0676
-7.1129,4.542,7.3972,-0.40511,3.7807,-7.5345,1.037,-0.46878,1.6109,0.60943
0.037229,-2.4264,-4.7499,2.0061,-3.2478,-0.42694,1.3374,1.9072,2.3076,-2.33
0.93316,-0.7583,5.7898,-6.5063,-1.8072,1.9537,-3.4047,0.9774,0.55033,-0.54272
-0.79001,-2.6467,1.4549,0.7096,-3.5644,-1.4841,2.4043,7.3329,3.2408,-10.527
-4.415,-0.82547,-1.4084,-1.2378,2.1126,-3.1634,1.38,-1.259,-1.5712,-8.4717
2.2701,1.1944,3.769,2.9461,2.1268,-0.018553,-7.641,-7.9848,-0.7255,0.77833
-3.7051,1.4546,0.41003,-3.6675,1.9321,1.1172,2.0851,-0.58529,0.12376,-0.13538
-1.9924,2.5138,14.591,-1.6268,-1.7362,-1.6794,-1.6836,-0.12831,5.6082,8.7988
-1.4657,3.0568,-6.0646,2.8207,0.85232,6.0794,-1.8112,5.0831,4.8648,0.86699
3.2513,2.5524,-0.32392,-10.005,6.5325,4.3486,7.3921,5.0401,3.8589,1.0984
6.6552,-5.7308,4.2839,-6.2655,6.2025,2.5004,3.9579,-0.083226,-2.6815,-12.688
-6.057,0.55642,1.6553,2.0998,0.80814,1.0457,-1.9877,-1.4956,1.2354,-2.4936
-9.0784,-3.2986,4.2113,-10.22,-4.8906,9.1313,-1.1993,5.2359,2.5621,0.20967
-1.1405,-3.5331,4.5565,5.3193,0.051998,-1.1487,-0.95572,0.71632,2.3721,-3.4362
4.345,-1.1488,-1.8116,1.2112,-8.1405,1.2273,5.0413,-6.6605,0.29933,-3.4081
-2.7862,-0.92945,-8.7237,-8.5467,6.2644,1.8371,5.7404,-1.8142,1.2875,2.714
-7.9885,3.3768,-1.9124,8.5087,-0.98109,-1.085,-0.078069,5.8132,5.992,-9.4558
-3.6382,2.8271,1.7174,1.1476,-0.55402,1.1778,1.3244,7.6514,-7.6981,0.65602
-2.5381,-0.47176,-0.384,-2.4605,3.9245,0.87654,-1.1799,-1.355,2.9015,2.0482
-1.0515,0.58907,-7.1,-1.5749,-6.2415,-0.29812,-2.1095,-2.0026,0.93322,0.58894
-4.9328,-10.067,-2.7167,-8.8632,-1.2472,-1.4115,-16.228,-2.3545,-2.3147,-1.4102
-0.20433,-0.7852,-2.7935,1.6147,4.4057,4.3334,3.2463,-3.0393,-0.90215,4.2632
0.18307,5.1622,-2.0879,0.55589,-1.3854,2.1483,-5.1721,0.45209,6.5883,-1.3379
2.8575,-7.8576,10.267,-0.93841,-0.22394,4.0143,-4.9924,1.4547,3.7475,5.0284
-1.5278,-2.6954,-2.9246,-1.9099,-5.9549,-1.6541,-8.2513,-1.8739,6.3745,1.8604
-0.72175,-4.9414,2.3698,5.3036,2.5163,2.3862,2.9147,2.609,5.456,1.8297
4.0617,0.31825,3.6178,3.4352,2.0636,-5.0989,5.3664,4.4454,-2.1255,-2.8751
-7.0856,2.7476,-1.8387,-1.9764,3.413,2.1139,0.057982,6.2352,2.641,5.7804
-2.2465,2.7953,6.3718,-5.8777,7.3351,4.1141,6.8553,-1.0451,-4.7021,1.3785
-1.3899,-8.1048,-1.5517,-0.061428,-1.9345,-2.8005,-2.2023,-1.9707,-2.1453,-3.8271
-0.39819,2.9976,4.8483,-0.37671,2.3039,2.554,4.8261,-2.9853,-0.56367,-4.2902
0.62302,-6.0532,2.4011,-3.2103,-2.0421,1.2978,-1.9472,2.4902,1.911,-2.5629
0.79778,1.5575,-0.25531,3.35,4.8183,-8.4618,-1.7752,0.29125,-0.087467,4.2705
4.2364,-2.6193,-10.487,-5.7172,0.9621,4.766,-5.3161,-3.3493,-4.9331,-2.6485
-6.9418,-4.9353,-2.4109,4.5402,8.2552,6.8126,-9.1404,-5.8747,-3.3233,-2.3962
-4.091,-4.2037,1.176,-10.901,9.0313,6.0443,4.789,-11.995,-10.697,3.6035
2.3473,9.8708,1.8454,-5.0625,1.6678,-0.82499,2.6816,14.758,0.51921,-1.6691
-7.6583,4.7745,0.74481,-3.4686,-10.168,1.4023,-1.726,5.8307,-4.4759,-0.048453
5.2624,2.6956,2.2919,-1.3337,-1.1891,2.7951,-6.6708,-4.8373,4.7638,-2.5862
-0.93874,0.80642,3.3902,-3.7859,2.2408,0.13749,6.0377,-0.46073,-5.4571,0.44421
8.3121,-1.8492,-4.4359,0.1984,-1.7724,7.8886,-3.0774,-4.8932,-5.4915,1.6533
-1.8604,-2.1076,3.3955,5.2171,4.162,-2.2365,2.6826,8.3498,-0.21255,0.44359
7.7297,-3.3002,0.40653,-3.0995,4.5156,0.77152,-4.9845,-6.2132,5.2938,4.5985
0.15682,-3.6828,2.4607,-7.9352,-4.577,-0.44928,1.1104,2.1125,2.5712,-0.69831
-6.8689,3.7963,0.20028,-5.7782,0.090856,8.3368,4.7643,3.631,-0.21723,2.7408
0.44537,-6.5091,-0.53297,3.0436,-4.7928,-3.3056,0.23878,-1.2,-2.7855,-5.355
-3.1553,-6.8333,-3.3294,-2.4269,-0.73944,-4.4425,0.034979,12.558,-1.2152,0.77379
0.46093,-2.4759,1.6887,-0.036027,0.4115,2.165,1.9213,-5.4739,0.46815,-4.6516
-2.9946,0.49495,3.05,2.2783,-8.1456,1.7987,1.0348,-4.7117,-11.579,-6.2092
-1.5203,3.1542,4.8086,-2.836,-0.40282,5.6996,-1.5319,-1.3757,3.13,4.6292
5.1219,2.4507,-4.0894,-1.5869,0.21188,1.7361,4.684,-1.0509,2.0031,3.7392
-0.80503,-1.2213,-2.3158,-2.9663,6.1173,4.1898,6.0995,6.6794,-0.12275,2.8207
-0.6284,2.9062,4.7571,-0.0074757,1.5452,-3.418,7.4002,-3.1164,-2.34,3.8007
6.3176,-2.2847,-5.4312,-1.7301,0.81909,0.78287,0.15647,-2.8812,4.9771,-1.9266
4.3092,4.6239,0.96716,6.3291,-2.6513,2.0093,-2.6769,-5.8969,2.2861,3.9703
2.2835,0.15889,-1.6898,2.1377,-0.39704,4.0672,4.0055,-2.1107,0.060669,-2.4412
5.1394,5.0355,-4.553,5.7922,0.44,11.623,-2.8704,0.94082,1.6475,-0.0090239
1.6312,-0.70585,7.4509,-10.61,9.4264,7.7097,3.6913,-5.9122,10.945,2.4426
-1.8282,2.2653,-4.3457,0.26795,6.0458,-0.076718,1.5849,-0.45568,-1.4262,-6.4074
-0.59017,-5.9962,3.3532,-6.1422,2.4257,2.6014,-0.30165,-0.25312,1.216,2.0259
1.3597,-2.2085,2.8132,2.6648,-2.2089,3.1506,4.7392,4.7081,5.4222,6.1615
1.3618,2.4765,2.2441,-5.8167,-0.50338,-3.3036,-1.0376,5.7094,2.2727,3.6653
1.0292,3.152,-2.3856,-4.8489,3.5115,3.3637,0.25195,-0.24411,10.593,3.3334
-0.31839,-0.51202,-0.13002,1.4605,2.0409,1.4034,0.24299,2.0182,-1.9967,3.0928
8.8816,2.0751,7.1379,5.5043,5.122,-10.894,-0.0059016,-4.6875,-0.36807,-3.116
7.348,-7.2281,-0.79392,-0.56739,0.19516,-5.9397,5.2819,0.95699,-3.9981,3.4462
-2.6029,2.2428,-0.074938,-1.7011,4.0227,-1.3568,2.4766,-1.6059,-0.09377,-0.31119
-0.46767,-1.4384,7.2512,2.1367,-1.2933,-3.1055,-2.1755,0.47241,2.3752,4.236
0.76014,-7.5308,2.0295,2.6756,1.9502,2.5279,-2.667,0.74089,-1.2539,0.80063
-1.2981,-2.1666,-0.22782,-6.6795,0.24269,1.15,-1.4617,-3.6497,0.29572,2.4933
1.5264,-6.8124,4.2586,4.2789,7.4068,-6.6735,-0.96246,-1.7874,3.0751,-3.0536
-3.1271,-4.3153,0.93326,2.5273,0.17106,-0.5598,-1.2167,-4.4494,5.068,2.3971
-0.85764,-1.8793,-2.0345,3.116,1.4078,4.4548,-0.33733,0.16172,2.2408,-1.1818
-6.2242,-1.0086,0.73594,-2.6214,-3.2007,-9.7676,3.6758,-1.9735,2.2575,-3.6147
0.90075,-0.14505,-2.4117,-6.8654,-6.4119,0.67012,0.60861,-4.2364,5.9533,-2.2409
-6.9361,-3.0823,6.508,-1.8872,2.166,4.4187,5.9742,-0.72494,-2.4949,-1.2251
-0.58019,2.7617,3.7491,1.2108,4.0466,1.146,-2.7173,-0.032833,0.36201,0.14889
