-5.8166,-1.1959,4.414,0.31347,-4.3366,-0.60737,0.99071,-0.24963,-0.56548,8.8845,1.4128,7.5148,8.2048,0.71178,0.10115,-6.6686,-4.4303,-1.9858,3.7872,-6.402,4.3623,2.0082,-4.6803,-0.64521,-11.211,-4.0204,-1.6347,-1.4734,-6.7292,-2.6297,4.1584,0.80934,2.1428,3.4001,2.4743
-2.6077,4.1487,5.6504,3.2483,-3.3874,1.2745,2.3611,7.7952,1.734,2.1064,1.8042,-13.021,0.47597,-0.66088,-3.1153,2.9712,6.1813,-8.5491,-5.1688,7.1281,2.9278,0.39507,4.0664,5.6288,4.46,3.855,2.0323,-2.871,-5.7284,-1.2933,0.46792,-6.9888,-3.687,0.14452,-0.04618
-1.1797,3.9667,-0.13455,-3.4667,4.3959,1.1294,5.4165,5.1273,0.18787,-2.3324,-5.4787,3.8908,0.20653,-1.0925,2.6369,0.14054,4.9566,4.2547,7.0911,2.8029,-0.36277,-1.8621,1.314,2.049,1.1924,1.2928,-1.0748,5.5942,2.6532,0.33809,-0.39344,-7.7263,6.1194,1.0982,-8.5125
2.2498,0.45874,-7.7314,0.1275,-0.49771,-2.2012,0.28132,6.5097,4.7807,3.1668,-0.20071,3.1967,3.1445,-1.2233,5.4091,-6.0402,2.5092,-2.1063,2.3251,-4.9791,-5.412,0.39841,-1.9151,-4.1734,1.2902,-3.1746,0.31242,6.1075,5.1257,3.2208,4.908,-5.6484,6.5348,-2.8927,-2.1452
3.4568,-3.4408,0.66841,1.3827,0.25961,-4.7919,1.9644,-2.8459,3.5479,-1.9766,3.9263,3.4138,-0.91902,2.5722,-5.5682,4.1343,-0.84396,-2.1728,-4.9607,-5.8953,-0.22443,-0.11442,0.69302,1.4149,3.4145,-3.6302,-0.73327,-2.0332,1.6072,0.24672,-3.1524,7.5381,-2.9384,6.0986,1.4025
0.70817,-0.47764,0.11022,-1.1776,3.4491,-2.9473,0.01094,0.5038,-0.63788,-0.73735,5.5601,-0.34393,-0.65959,-4.8027,0.36517,3.6268,1.4493,1.885,2.3976,-2.4169,-4.1712,-1.6273,-1.7094,-0.26698,-4.8725,-4.7844,-1.2931,2.5357,5.1307,5.8008,-1.7203,-0.40389,0.96667,-0.30083,1.3821
-0.80786,-2.2711,2.9353,3.2516,4.1638,-0.25735,-2.1587,-1.8621,1.3022,-0.9803,-1.0248,-0.92766,-4.7155,2.8309,3.6629,-1.5138,-0.45851,1.8507,-1.9878,0.58727,-2.155,-5.8685,4.4055,-3.9064,1.2669,4.9018,-5.516,0.68334,-1.1883,3.657,-4.8331,-0.48779,-8.1831,1.9656,-3.357
-4.8111,-8.2681,-1.705,-6.9681,12.67,4.3766,6.6285,-4.3618,-3.4251,-7.0009,11.035,-3.4551,-3.357,-7.9765,-1.3959,-4.0324,1.7688,-0.65508,2.1476,4.1789,-4.2274,4.1216,3.0799,7.5482,3.4647,-1.7051,10.162,-7.6526,1.8957,11.991,0.64399,8.4175,-7.0405,-1.2196,-6.6923
-2.2688,-2.8637,7.4648,1.3428,-2.921,0.44378,-2.3485,1.9004,1.0693,-6.0118,3.6047,-0.078092,3.0836,-2.4452,-5.1223,5.3012,3.4874,9.668,-1.0499,-2.8931,-3.8216,5.2144,3.2907,4.6486,4.5696,-10.951,3.2764,0.032547,6.7716,6.0014,-1.2886,3.7904,0.54416,4.4283,1.957
-1.5367,-0.14548,2.3145,-2.9579,0.7001,-5.0406,-0.63681,6.4993,0.77654,-4.5021,1.209,-3.0608,6.6057,-0.65568,4.6875,4.5684,-1.8197,2.4764,9.9335,-0.10974,-0.772,1.6804,-1.2972,-5.219,7.3332,-5.5423,2.9029,0.7306,-3.926,4.3231,0.42881,1.9123,-5.7567,0.051934,-0.91785
-1.5653,-3.2475,0.64237,8.5345,-2.11,-0.32108,-6.9862,0.0043642,-5.1986,1.7369,-0.91386,-1.8561,-0.33569,3.8874,-3.6207,-7.7535,-3.088,1.5926,4.9995,-1.5359,-4.6552,-0.077,-5.4616,1.4479,5.2397,-2.7757,-6.4606,-1.5445,4.733,-3.2456,-0.17154,-0.79516,-1.251,2.7757,4.8185
3.5016,7.0223,-8.1913,0.55628,0.27964,-0.14175,-0.46312,-0.36678,-1.4245,-0.57266,4.7504,-2.9114,1.6562,-0.027365,-3.4686,3.5164,1.8058,3.073,2.0621,3.6209,-2.2923,-6.1029,2.9387,1.527,0.1208,5.0779,-0.7497,-1.516,1.731,-0.66202,-8.3973,-0.66988,-2.9296,0.96097,2.7256
7.8141,-8.1909,1.5239,-9.0521,-7.276,-3.1249,-1.9807,2.0465,4.5868,2.4078,1.0554,-0.16883,-2.1582,-4.0538,-1.613,-2.4247,-9.7203,-0.83113,-5.7498,0.48286,3.2887,6.7349,-1.4709,-0.54924,-9.0079,-0.25104,-2.5353,-5.7899,-8.3156,0.31396,-1.7777,7.0493,6.6245,1.9628,-0.41925
1.0921,3.4034,-3.1509,-0.47433,-0.27107,-4.1336,0.86399,3.2497,4.2272,0.49783,-0.56645,-3.2275,3.3758,5.79,0.7852,-5.282,-1.3697,-4.288,-3.6609,-6.0994,-1.1116,3.7143,-0.99107,-0.52558,-2.5745,3.108,2.9829,-2.9328,6.7711,-1.519,1.8714,-11.839,-2.0664,1.2485,-1.8838
-0.70285,-5.7681,-1.8597,-0.11365,-5.0678,0.24384,-8.2544,-4.9923,-0.87965,-13.982,5.0752,-7.6991,-2.8307,-2.3928,3.0619,5.3136,0.24988,0.89491,-3.1858,-2.8155,1.9104,-8.3009,6.5253,0.32589,-7.597,-2.5922,1.9999,-0.78524,-0.56965,-5.7436,-6.8929,-2.2558,-4.8738,-3.5335,3.1251
-4.0828,5.0436,2.666,-2.797,-1.7786,0.38479,-2.7933,0.8772,-0.5412,1.8321,-5.8201,-0.61789,-0.36227,3.7596,0.3047,-1.8527,-2.2953,4.1339,2.2079,-6.0662,4.6249,4.2006,2.5447,-2.8334,1.7045,-5.0283,5.5244,0.7899,4.9175,-0.20631,-1.2394,-2.9445,-6.4446,-1.0691,-2.4187
1.2017,-11.897,-2.3607,8.6864,3.8808,-4.9069,8.7614,-0.81185,1.1066,-5.7678,-1.3061,-3.2794,-3.2537,1.0645,3.202,0.8365,-7.1173,-1.8261,-2.1504,5.1643,-4.3642,-1.1084,7.9883,-8.4055,-12.38,1.5147,8.6874,-4.8279,2.3839,2.0024,1.5279,0.65124,11.328,-8.3944,0.10745
2.9358,-2.157,-4.4943,-0.46181,3.0284,-0.79861,1.0899,-5.1508,-0.38427,6.8246,2.1341,0.76304,-2.0883,10.912,-0.62902,-3.7928,-2.7486,-1.014,8.3049,3.569,2.4239,1.6399,2.244,0.69476,-0.37362,-3.4846,7.5161,-5.699,-5.021,-2.9161,0.65652,11.325,3.9039,-2.7451,-0.91917
-8.3541,5.5293,3.5763,-14.162,-0.30594,-4.3107,0.69532,0.62388,7.5206,-0.57794,3.1782,2.3009,-10.481,-3.406,2.179,3.9612,-7.0415,-2.0882,-8.2036,2.3347,-0.21966,-11.27,-1.5708,-5.4752,9.8077,-10.054,-5.3908,3.2785,4.5623,-1.3819,-0.5696,-2.9227,-2.5847,-4.8249,4.0128
0.023471,-6.0409,-0.86839,3.3413,-2.6095,-2.1268,-1.6149,1.2771,-0.96828,3.679,0.44654,-0.62772,2.3132,-1.9309,4.2248,3.2693,-5.6878,-3.2605,9.204,-0.13235,-2.4028,-0.64193,0.36529,0.047746,-2.0592,3.5711,-1.8922,-0.090723,1.3553,5.8239,-2.1289,2.1302,-2.2717,-1.1791,-2.913
-3.3623,-5.6005,-2.3604,-1.0045,-9.5957,-11.321,-1.3945,-7.5912,0.034393,-7.8606,-0.44381,4.9727,-7.8493,6.4201,-1.1973,-7.3499,-5.9778,0.23621,11.789,-9.5899,-4.364,-7.0033,-3.7025,-5.8331,0.95716,-3.8796,3.6289,11.459,3.2263,-0.52344,-1.5458,4.4253,-5.373,1.5464,-4.0467
2.2241,-1.2778,-1.6713,-0.40133,-0.67846,-0.59866,-1.5665,-3.2537,2.5364,-5.1051,2.616,-3.1217,2.6138,9.2268,-7.2567,0.72612,-1.545,2.8379,-0.12924,-1.5962,-9.0034,-5.4081,3.4961,-2.1882,-1.3559,-4.9977,-8.8437,-0.45137,4.3925,5.4671,0.92414,-8.5206,-0.99734,0.80989,5.3049
-1.8227,-3.6131,7.3739,0.34923,-1.0832,10.763,4.8572,4.2038,-2.0177,0.21341,0.45237,-2.8694,-1.2286,1.8899,-2.027,-0.84389,-5.7309,-4.6664,-3.3474,-7.227,-5.7057,-3.116,1.8152,-1.835,9.0042,-7.5021,3.5304,-0.35788,-7.2993,4.1293,-4.6461,0.82495,2.2586,0.46443,0.30058
1.1404,1.9833,-1.3387,8.6792,1.8533,1.3559,1.6486,1.6943,-5.5469,1.3397,-2.2407,2.807,0.2129,-4.1929,-2.901,4.0596,-3.1145,0.68967,2.3886,4.7213,-4.8238,-2.0814,-2.228,2.4959,-1.379,0.023493,-4.4483,0.53459,1.2881,3.0821,-4.0232,-1.1955,3.3301,-1.6859,0.48839
-0.79088,0.98278,2.5704,-3.9374,1.1917,8.9991,0.60751,2.3123,0.78578,-2.628,5.4974,-3.6936,-4.8426,-2.628,0.26675,-0.80178,1.4543,-3.5012,4.9679,-9.2233,-0.41634,-1.7992,4.2782,-1.9496,-0.87386,-4.3193,-5.9268,-0.34352,-4.7566,-5.9702,-1.318,-0.36163,1.2199,-6.9314,3.6381
-2.993,-6.545,-1.6649,6.8962,-3.8974,1.9838,-3.6528,-0.68408,8.4535,3.0441,1.7406,5.8751,5.9249,-6.3845,2.506,6.027,0.932,5.3431,0.8707,2.445,0.31441,-0.58328,-3.9649,-4.5914,2.1551,1.075,-5.3746,2.5722,4.6678,2.0282,-1.4255,7.8192,-0.66419,5.6272,-5.1335
-0.70443,-2.4958,1.2756,-3.4542,-1.4659,4.9325,4.5514,-0.48169,-9.7798,1.7115,8.1531,-2.7007,-2.1017,-6.7351,0.25118,-5.0563,-5.8146,6.9592,0.21236,-1.3863,-1.5447,0.7544,7.3361,-0.049164,-8.9315,-2.4556,2.1729,3.5342,-10.1,1.4935,1.5009,-3.2344,-3.8429,1.5047,1.0207
