t             ,x             ,y             ,z             
40575976066000,  0.1144089631, -0.2711817189,  0.0681367889
40575991855000,  0.2111757549, -0.1894707213,  0.1015037250
40576019983000,  0.2650076279, -0.0359815530,  0.0957268554
40576031843000,  0.2634302501,  0.1676185861,  0.0536595913
40576051875000,  0.2062164416,  0.3882986649, -0.0109873779
40576071861000,  0.1058996487,  0.5890825431, -0.0766825372
40576091820000, -0.0155780517,  0.7374068813, -0.1191786915
40576111886000, -0.1328634136,  0.8126567820, -0.1180325306
40576131965000, -0.2240295481,  0.8106084155, -0.0624266341
40576152388000, -0.2766608628,  0.7435501989,  0.0450340510
40576171885000, -0.2912578610,  0.6363444296,  0.1874790459
40576191878000, -0.2815001198,  0.5191147147,  0.3362613110
40576212670000, -0.2705728864,  0.4185754605,  0.4565974327
40576232008000, -0.2844748006,  0.3502186058,  0.5149260733
40576251898000, -0.3441513454,  0.3137983354,  0.4867280925
40576272110000, -0.4576883629,  0.2930478046,  0.3626624621
40576291866000, -0.6154068716,  0.2604026678,  0.1517355712
40576311818000, -0.7892836530,  0.1858925323, -0.1194842367
40576333391000, -0.9370331508,  0.0479951781, -0.4115913560
40576351848000, -1.0105731677, -0.1562910117, -0.6798777986
40576371831000, -0.9674364528, -0.4051634444, -0.8831508743
40576391825000, -0.7823841134, -0.6516809791, -0.9922363052
40576411855000, -0.4558478522, -0.8304630023, -0.9958694306
40576433561000, -0.0171169988, -0.8706533034, -0.9031690026
40576452140000,  0.4781370355, -0.7126269922, -0.7421555534
40576472015000,  0.9568828547, -0.3250538517, -0.5552749179
40576491835000,  1.3423990290,  0.2825215916, -0.3924166505
40576511858000,  1.5698927840,  1.0547419754, -0.3032686053
40576533238000,  1.6005310590,  1.8953809558, -0.3308705436
40576552006000,  1.4309438472,  2.6821837521, -0.5075869863
40576571985000,  1.0955955679,  3.2896954241, -0.8537562793
40576591818000,  0.6610250022,  3.6159537275, -1.3787161753
40576611858000,  0.2127050411,  3.6073793838, -2.0829180553
40576633540000, -0.1628916084,  3.2765717073, -2.9597228820
40576652141000, -0.3974499375,  2.7083199049, -3.9956212229
40576672126000, -0.4574763928,  2.0512124882, -5.1678271239
40576691843000, -0.3544031488,  1.4961559352, -6.4402777695
40576711860000, -0.1463433883,  1.2438459135, -7.7590722234
40576733093000,  0.0712272502,  1.4662404274, -9.0471073489
40576752005000,  0.1819951603,  2.2723969115,-10.2023143752
40576771981000,  0.0700853283,  3.6826298874,-11.1018207546
40576791816000, -0.3575606559,  5.6166594389,-11.6127293824
40576811856000, -1.1519412659,  7.8991214145,-11.6093696387
40576833238000, -2.3126570516, 10.2841247197,-10.9958277736
40576852006000, -3.7848982137, 12.4908435550, -9.7278103430
40576871981000, -5.4665292970, 14.2477376342, -7.8303748958
40576891818000, -7.2233810024, 15.3360145682, -5.4084246446
40576911856000, -8.9089268961, 15.6245741758, -2.6451783715
40576933528000,-10.3852683141, 15.0902341255,  0.2123645973
40576952145000,-11.5400737194, 13.8197181739,  2.8804591071
40576972003000,-12.2980109021, 11.9941679383,  5.0755206478
40576991845000,-12.6248954583,  9.8576683977,  6.5550391217
40577011858000,-12.5250353194,  7.6768929964,  7.1553900952
40577033240000,-12.0334064102,  5.6993352725,  6.8194015028
40577052006000,-11.2051571641,  4.1173870665,  5.6081405403
40577071980000,-10.1059159772,  3.0436654295,  3.6945820986
40577091820000, -8.8050259886,  2.5016441486,  1.3391656141
40577111858000, -7.3724251487,  2.4323535440, -1.1489597854
40577132793000, -5.8790249805,  2.7143068904, -3.4589702400
40577152133000, -4.3986414706,  3.1918061986, -5.3253374042
40577171826000, -3.0095032513,  3.7057688535, -6.5665112667
40577191823000, -1.7930452936,  4.1214523353, -7.1085417180
40577211853000, -0.8283770222,  4.3481380187, -6.9900548602
40577233211000, -0.1827410409,  4.3480534672, -6.3477425593
40577252011000,  0.1011216423,  4.1344472455, -5.3858286416
40577271981000,  0.0179833258,  3.7605604005, -4.3356242872
40577291826000, -0.3908380464,  3.3032437687, -3.4131580283
40577311855000, -1.0349497918,  2.8448914921, -2.7827996597
40577332275000, -1.7817603808,  2.4577584431, -2.5331757927
40577351853000, -2.4731464079,  2.1932801605, -2.6693750422
40577371828000, -2.9494724079,  2.0772667480, -3.1220678180
40577391823000, -3.0776206730,  2.1109909154, -3.7696609978
40577411855000, -2.7773578261,  2.2766782879, -4.4687155451
40577432288000, -2.0403174917,  2.5448588468, -5.0856889366
40577451851000, -0.9374332897,  2.8816132969, -5.5228998022
40577471766000,  0.3880491366,  3.2539044713, -5.7337680896
40577491823000,  1.7425037711,  3.6320932150, -5.7251603522
40577511855000,  2.9153150485,  3.9896387381, -5.5471122239
40577534336000,  3.7180045451,  4.3014597406, -5.2740058027
40577551855000,  4.0205977224,  4.5423266349, -4.9819608271
40577571833000,  3.7794559052,  4.6862194808, -4.7286129432
40577591825000,  3.0496897828,  4.7077640060, -4.5400835986
40577611853000,  1.9791643440,  4.5858019069, -4.4081419936
40577631868000,  0.7847529018,  4.3084077735, -4.2980525548
40577651810000, -0.2850988133,  3.8779473666, -4.1646225483
40577671826000, -0.9945486925,  3.3144764202, -3.9719714661
40577691853000, -1.1629545568,  2.6564452595, -3.7115528189
40577711845000, -0.6975602804,  1.9580682017, -3.4132980869
40577732075000,  0.3902457518,  1.2835842995, -3.1465507694
40577751825000,  1.9879983431,  0.6990679933, -3.0097395243
40577771840000,  3.9039038960,  0.2640175819, -3.1100476243
40577791991000,  5.9021679309,  0.0238406725, -3.5391829461
40577811853000,  7.7457170536,  0.0051758255, -4.3483185268
40577832075000,  9.2379813552,  0.2134896541, -5.5279713200
40577851836000, 10.2544409072,  0.6352500698, -6.9990395030
40577871838000, 10.7577403289,  1.2422506553, -8.6174561047
40577892001000, 10.7948907473,  1.9960454713,-10.1916370097
40577911850000, 10.4782213096,  2.8519391030,-11.5111643727
40577932045000,  9.9520021429,  3.7632438780,-12.3804701400
40577951823000,  9.3569652848,  4.6815793072,-12.6496725671
40577971773000,  8.7976252979,  5.5568320796,-12.2390027894
40577991993000,  8.3201588137,  6.3360175816,-11.1519485089
40578011856000,  7.9055956561,  6.9635051502, -9.4748995454
40578032045000,  7.4792519936,  7.3824851531, -7.3639580642
40578051863000,  6.9343365235,  7.5399010299, -5.0213541805
