t             ,x             ,y             ,z             
40439240521000, -0.2204051759,  0.0264675240, -0.5932324296
40439260449000, -0.2587069702,  0.0299564167, -0.5560525715
40439280342000, -0.2675207531,  0.0541510089, -0.4647946126
40439301087000, -0.2415575850,  0.1014427011, -0.3342196423
40439320361000, -0.1805513699,  0.1692455278, -0.1852323215
40439340396000, -0.0895201127,  0.2500942425, -0.0409557803
40439360277000,  0.0218882783,  0.3328919643,  0.0774726545
40439380712000,  0.1408057075,  0.4051015512,  0.1545742561
40439400381000,  0.2531359180,  0.4554309913,  0.1829568744
40439420509000,  0.3456511571,  0.4763933018,  0.1640535344
40439441191000,  0.4078825095,  0.4661945937,  0.1071474633
40439460417000,  0.4335871289,  0.4294003950,  0.0270155709
40439480774000,  0.4214774020,  0.3761549292, -0.0593152227
40439500416000,  0.3751348044,  0.3200005086, -0.1358847326
40439520596000,  0.3023120732,  0.2747455541, -0.1904890883
40439540511000,  0.2137246066,  0.2508974071, -0.2162266632
40439560866000,  0.1217053429,  0.2524654099, -0.2115721548
40439580391000,  0.0388471543,  0.2747850554, -0.1792010827
40439600412000, -0.0230607718,  0.3039507087, -0.1239774906
40439620479000, -0.0537878111,  0.3181393381, -0.0507410619
40439640422000, -0.0450832452,  0.2907094621,  0.0374819257
40439660342000,  0.0090840689,  0.1946581322,  0.1402822761
40439680581000,  0.1122709230,  0.0075960880,  0.2594343109
40439705631000,  0.2652485903, -0.2836799135,  0.3973377229
40439720382000,  0.4656560299, -0.6797175496,  0.5547770106
40439741819000,  0.7075724261, -1.1667555278,  0.7285293541
40439760366000,  0.9811667523, -1.7172248012,  0.9095627520
40439780732000,  1.2725833592, -2.2924441451,  1.0824932711
40439800552000,  1.5643398986, -2.8471565456,  1.2265845445
40439820369000,  1.8363450888, -3.3352359781,  1.3183131015
40439841686000,  2.0675722267, -3.7155789538,  1.3350571024
40439860374000,  2.2382771404, -3.9572447000,  1.2591742550
40439880911000,  2.3324559894, -4.0431170824,  1.0816534352
40439900372000,  2.3401251591, -3.9716477715,  0.8045412418
40439920394000,  2.2590607623, -3.7564616263,  0.4415418950
40439941794000,  2.0955145838, -3.4239075820,  0.0165993591
40439960374000,  1.8637825633, -3.0090489045, -0.4392917491
40439980689000,  1.5845172008, -2.5508318669, -0.8925306883
40440000806000,  1.2819802556, -2.0871144010, -1.3116949011
40440020407000,  0.9806886721, -1.6503479857, -1.6717782426
40440041804000,  0.7019610480, -1.2644398832, -1.9570776136
40440060339000,  0.4609959840, -0.9430837504, -2.1621576680
40440080872000,  0.2650659623, -0.6896388769, -2.2908524623
40440100387000,  0.1131509355, -0.4984341173, -2.3535982724
40440120337000, -0.0030052122, -0.3570937139, -2.3639640508
40440141739000, -0.0965560250, -0.2494662311, -2.3350602935
40440160374000, -0.1824325838, -0.1586038870, -2.2767396769
40440180411000, -0.2740337757, -0.0694032623, -2.1942466891
40440200554000, -0.3803747104,  0.0294335926, -2.0884036992
40440220361000, -0.5042201426,  0.1443660631, -1.9572762022
40440241729000, -0.6416634913,  0.2768744457, -1.7987503175
40440260551000, -0.7831058395,  0.4240162409, -1.6132072451
40440280347000, -0.9154450380,  0.5795940933, -1.4054964527
40440300356000, -1.0249772399,  0.7355862867, -1.1854198991
40440320336000, -1.1003829918,  0.8836286966, -0.9666288063
40440341719000, -1.1352615813,  1.0162413232, -0.7640575424
40440360372000, -1.1296021429,  1.1276634113, -0.5903701750
40440380342000, -1.0898703120,  1.2142295780, -0.4524296711
40440400356000, -1.0277599670,  1.2742964475, -0.3486418249
40440420356000, -0.9578834110,  1.3077962691, -0.2680092130
40440441744000, -0.8949192636,  1.3156229291, -0.1914095820
40440460371000, -0.8507630552,  1.2989867591, -0.0950205565
40440480344000, -0.8323798854,  1.2589179216,  0.0447667895
40440500562000, -0.8407448752,  1.1959744608,  0.2458427324
40440520349000, -0.8710609798,  1.1103254292,  0.5154969232
40440541687000, -0.9141943294,  1.0020675472,  0.8472608594
40440560341000, -0.9589734958,  0.8717338762,  1.2203591304
40440580327000, -0.9947809175,  0.7208819601,  1.6020668394
40440600526000, -1.0138911332,  0.5525917178,  1.9526028222
40440620407000, -1.0130094026,  0.3717006991,  2.2316719355
40440641704000, -0.9936243059,  0.1847623628,  2.4054062450
40440660379000, -0.9612234860, -0.0003727002,  2.4522204883
40440680337000, -0.9234678031, -0.1752646547,  2.3663431275
40440700544000, -0.8877288401, -0.3317122332,  2.1583766036
40440720387000, -0.8586668947, -0.4625815501,  1.8527238209
40440741804000, -0.8364292145, -0.5624593750,  1.4824112670
40440760372000, -0.8159109884, -0.6279002834,  1.0825268417
40440780332000, -0.7873409004, -0.6573499921,  0.6836490507
40440800527000, -0.7381698143, -0.6507833276,  0.3067435947
40440820379000, -0.6559206216, -0.6091551535, -0.0392898434
40440841736000, -0.5314791748, -0.5338141172, -0.3567923956
40440860366000, -0.3620504319, -0.4260935166, -0.6555515857
40440880342000, -0.1531443160, -0.2874041503, -0.9469702052
40440900552000,  0.0808847098, -0.1197612129, -1.2375936126
40440920357000,  0.3179807920,  0.0733312019, -1.5236166327
40440941746000,  0.5311675419,  0.2858160185, -1.7878382704
40440960376000,  0.6925836172,  0.5080916536, -2.0000367547
40440980344000,  0.7781648390,  0.7265127735, -2.1210007312
40441000396000,  0.7720259172,  0.9237360473, -2.1095887985
40441020331000,  0.6698478528,  1.0800201694, -1.9315726150
40441041741000,  0.4805657274,  1.1754702969, -1.5684091481
40441060329000,  0.2259605656,  1.1929794717, -1.0240716042
40441080344000, -0.0618119201,  1.1214755305, -0.3282818320
40441100542000, -0.3444970088,  0.9588036973,  0.4647164483
40441120352000, -0.5830913530,  0.7136553666,  1.2819266605
40441141701000, -0.7435655981,  0.4059964263,  2.0411220230
40441160361000, -0.8018740988,  0.0657056216,  2.6624368230
40441180339000, -0.7476296929, -0.2706031344,  3.0800262205
40441200629000, -0.5856828900, -0.5641721796,  3.2517447321
40441220432000, -0.3353934190, -0.7795104427,  3.1650456480
40441240432000, -0.0276895100, -0.8897227710,  2.8381193329
40441260437000,  0.2996411267, -0.8808225090,  2.3162162682
40441280411000,  0.6076262746, -0.7542178379,  1.6639043020
40441300561000,  0.8618446734, -0.5268722870,  0.9546864520
40441320327000,  1.0373160569, -0.2289640815,  0.2600409384
