t             ,x             ,y             ,z             
40771071656000,  0.1729643143, -0.2169132761, -0.1271222591
40771099787000,  0.2497790138, -0.3298226496, -0.0437516002
40771111752000,  0.3278907549, -0.4194739100,  0.0462232707
40771131739000,  0.3961649281, -0.4672675103,  0.1276438944
40771151704000,  0.4421096028, -0.4607109047,  0.1874609311
40771172322000,  0.4539125228, -0.3967732861,  0.2175987593
40771191986000,  0.4226497102, -0.2836566343,  0.2167086900
40771211762000,  0.3441373405, -0.1403890204,  0.1904884742
40771231682000,  0.2198543039,  0.0056271898,  0.1504626171
40771251806000,  0.0569300527,  0.1227687498,  0.1111469703
40771271902000, -0.1329213433,  0.1804490539,  0.0863051083
40771291764000, -0.3354937424,  0.1544249133,  0.0851980575
40771311737000, -0.5364347912,  0.0312733028,  0.1097540786
40771331782000, -0.7234244278, -0.1888687316,  0.1531074903
40771352924000, -0.8878219904, -0.4918972187,  0.2001214965
40771374046000, -1.0249668378, -0.8518368473,  0.2300629710
40771391789000, -1.1333964853, -1.2347606913,  0.2207828351
40771411714000, -1.2129516712, -1.6040043579,  0.1531839334
40771431701000, -1.2625310721, -1.9257547007,  0.0159296064
40771452677000, -1.2777286765, -2.1739971597, -0.1907045268
40771472042000, -1.2487091092, -2.3337397897, -0.4534930506
40771491729000, -1.1601910281, -2.4022291939, -0.7477377567
40771512077000, -0.9932751953, -2.3877067279, -1.0404984094
40771531712000, -0.7288461441, -2.3062707766, -1.2953865638
40771551661000, -0.3517760495, -2.1777251823, -1.4782789730
40771572037000,  0.1445558486, -2.0212342140, -1.5630556244
40771591727000,  0.7543444825, -1.8517162563, -1.5357896433
40771612074000,  1.4570036049, -1.6775511336, -1.3969927400
40771631714000,  2.2171878146, -1.4999093642, -1.1614660372
40771651732000,  2.9875145137, -1.3139140755, -0.8558134261
40771671982000,  3.7137554047, -1.1113227745, -0.5141579786
40771691731000,  4.3416078083, -0.8838321416, -0.1729498997
40771712047000,  4.8238618801, -0.6261311513,  0.1341839157
40771731716000,  5.1267379031, -0.3381752553,  0.3806836173
40771751727000,  5.2342781998, -0.0262623251,  0.5498106483
40771771976000,  5.1499784473,  0.2974306144,  0.6354640409
40771791726000,  4.8955188414,  0.6164060042,  0.6412567343
40771812066000,  4.5069032677,  0.9122489860,  0.5784882668
40771831719000,  4.0287839398,  1.1671197236,  0.4627282635
40771851732000,  3.5083892899,  1.3660601312,  0.3107181120
40771871876000,  2.9889239098,  1.4986396186,  0.1389228363
40771891874000,  2.5052502576,  1.5600441939, -0.0373908263
40771912181000,  2.0809645848,  1.5496911082, -0.2040652817
40771931716000,  1.7290685083,  1.4714977839, -0.3493381106
40771951737000,  1.4532434237,  1.3329326912, -0.4639913332
40771971947000,  1.2499135378,  1.1434432054, -0.5398664946
40771991731000,  1.1110668021,  0.9136407088, -0.5704475417
40772012059000,  1.0264135456,  0.6555478738, -0.5518690724
40772031716000,  0.9845962486,  0.3825876907, -0.4841937570
40772051776000,  0.9734409801,  0.1102384232, -0.3733436492
40772072112000,  0.9794657375, -0.1434296254, -0.2318774044
40772092481000,  0.9873474744, -0.3584544351, -0.0781597485
40772111766000,  0.9801514461, -0.5146359457,  0.0653988337
40772131782000,  0.9406659455, -0.5938962656,  0.1753192433
40772152487000,  0.8539425850, -0.5831954396,  0.2308605946
40772172054000,  0.7106447738, -0.4774993670,  0.2176833446
40772191737000,  0.5102591639, -0.2819709295,  0.1307864324
40772212139000,  0.2634397437, -0.0130657083, -0.0239577442
40772231714000, -0.0076168911,  0.3019889831, -0.2301347713
40772251734000, -0.2715158278,  0.6276561778, -0.4629595262
40772271971000, -0.4926130085,  0.9243052085, -0.6933469240
40772291726000, -0.6377953090,  1.1535576429, -0.8929163383
40772312062000, -0.6838936527,  1.2837700828, -1.0388090589
40772331717000, -0.6239555926,  1.2948695013, -1.1173316609
40772351734000, -0.4708477232,  1.1816892414, -1.1258631025
40772371942000, -0.2569668528,  0.9551177496, -1.0725446633
40772391652000, -0.0292967303,  0.6407441918, -0.9734199838
40772412064000,  0.1590058683,  0.2753561432, -0.8482077576
40772431714000,  0.2592901438, -0.0985712936, -0.7156742941
40772451734000,  0.2381792140, -0.4383802256, -0.5890027587
40772471871000,  0.0864958244, -0.7077596605, -0.4724490161
40772491726000, -0.1765887419, -0.8816378943, -0.3614541305
40772512062000, -0.5056379376, -0.9484857644, -0.2446784806
40772531714000, -0.8366813566, -0.9106477051, -0.1077520156
40772551729000, -1.0996140979, -0.7828789514,  0.0619023614
40772571874000, -1.2331689374, -0.5889541326,  0.2702912895
40772591726000, -1.1986646747, -0.3573239251,  0.5132319813
40772612161000, -0.9901368131, -0.1166958572,  0.7750945296
40772631717000, -0.6386338701,  0.1079732336,  1.0301900709
40772651734000, -0.2087274272,  0.2985078504,  1.2467762057
40772671877000,  0.2123917747,  0.4447044644,  1.3926376250
40772692304000,  0.5308712569,  0.5442345218,  1.4410484142
40772711696000,  0.6643498963,  0.6016001756,  1.3759757581
40772731709000,  0.5585296121,  0.6261930836,  1.1950611627
40772751732000,  0.1987696701,  0.6300187164,  0.9100277770
40772771719000, -0.3860505010,  0.6256108906,  0.5442946508
40772791731000, -1.1281555879,  0.6241335403,  0.1280304024
40772812147000, -1.9330674460,  0.6338679174, -0.3077839402
40772831712000, -2.6977233919,  0.6591390314, -0.7370966959
40772851734000, -3.3287275614,  0.6994249734, -1.1440688101
40772871871000, -3.7600668167,  0.7501567625, -1.5242311042
40772891714000, -3.9658356169,  0.8025125416, -1.8820840954
40772911702000, -3.9614635837,  0.8460109714, -2.2293253204
40772931706000, -3.7991973096,  0.8700894365, -2.5802696530
40772951722000, -3.5558928480,  0.8653337322, -2.9455254640
40772975569000, -3.3165315178,  0.8255367179, -3.3284085489
40772991751000, -3.1571465273,  0.7495960683, -3.7235912506
40773011716000, -3.1312598198,  0.6424406402, -4.1186645752
40773031694000, -3.2626411946,  0.5155835980, -4.4984843649
40773051732000, -3.5454371996,  0.3860990580, -4.8502245056
40773071719000, -3.9512632841,  0.2734674514, -5.1677020923
40773091726000, -4.4410413716,  0.1958700321, -5.4543509442
40773112019000, -4.9781574794,  0.1660388959, -5.7233846897
40773131706000, -5.5396308086,  0.1872992939, -5.9946565768
40773151712000, -6.1220318781,  0.2507641102, -6.2885207697
40773171709000, -6.7407261333,  0.3347850205, -6.6182606244
40773191702000, -7.4226271095,  0.4068537125, -6.9825859763
40773211706000, -8.1941576127,  0.4280532780, -7.3604167744
40773231721000, -9.0681556052,  0.3597203062, -7.7098571108
40773251734000,-10.0331960537,  0.1711811777, -7.9723561123
40773271709000,-11.0485258375, -0.1528805865, -8.0818328705
40773291722000,-12.0464793279, -0.6068728720, -7.9775364748
40773312794000,-12.9425000016, -1.1622633927, -7.6180448887
40773331874000,-13.6508041305, -1.7696967436, -6.9936883920
40773351726000,-14.1021928661, -2.3654261182, -6.1341421439
40773371706000,-14.2593221561, -2.8814137148, -5.1088359423
40773391704000,-14.1259725903, -3.2570291123, -4.0197357881
40773412482000,-13.7474643141, -3.4505850443, -2.9873882202
40773431871000,-13.2015206660, -3.4487384184, -2.1306815005
