t             ,x             ,y             ,z             
27268547567000, -0.1870432555,  0.2741487005, -0.0159978873
27268567349000,  0.0301716965,  0.3759584838, -0.0890901608
27268587351000,  0.2931556693,  0.4359905985, -0.1615620342
27268614284000,  0.5661948426,  0.4494900320, -0.2218493509
27268627316000,  0.8113212443,  0.4262435042, -0.2609338939
27268647329000,  0.9955000490,  0.3900564763, -0.2747400680
27268667337000,  1.0965542817,  0.3749199123, -0.2658881708
27268687381000,  1.1065934573,  0.4179569473, -0.2441459540
27268707556000,  1.0326847120,  0.5504357327, -0.2250600257
27268727982000,  0.8945838202,  0.7887675597, -0.2267811688
27268747307000,  0.7203453072,  1.1276778116, -0.2658289176
27268768287000,  0.5408372754,  1.5373512086, -0.3527430532
27268787296000,  0.3841642704,  1.9653067261, -0.4884121911
27268807314000,  0.2713023202,  2.3433182018, -0.6621441484
27268828046000,  0.2137215292,  2.5981811650, -0.8518518631
27268847309000,  0.2130381142,  2.6644607711, -1.0267156213
27268867296000,  0.2625789442,  2.4968444082, -1.1521694923
27268887322000,  0.3500943832,  2.0799127581, -1.1962907122
27268907316000,  0.4607439041,  1.4331690545, -1.1361628938
27268927321000,  0.5795558817,  0.6098777482, -0.9628969536
27268947297000,  0.6927793155, -0.3103000330, -0.6846218428
27268967296000,  0.7881732555, -1.2334856690, -0.3262328508
27268987319000,  0.8543124638, -2.0661209062,  0.0741288406
27269007312000,  0.8797128176, -2.7297059281,  0.4712330277
27269027317000,  0.8524872554, -3.1726525387,  0.8205253782
27269047299000,  0.7610329559, -3.3771595655,  1.0858147046
27269067292000,  0.5959786036, -3.3596496411,  1.2452186323
27269087322000,  0.3532018916, -3.1647112304,  1.2943459177
27269107306000,  0.0372791046, -2.8543531179,  1.2459149684
27269127321000, -0.3359302218, -2.4945020461,  1.1257617712
27269147302000, -0.7385798189, -2.1415177721,  0.9662365264
27269167451000, -1.1327694895, -1.8318527943,  0.7985043009
27269187292000, -1.4752780568, -1.5767765289,  0.6455542114
27269207312000, -1.7247359844, -1.3631295075,  0.5176301807
27269227319000, -1.8499225409, -1.1597920788,  0.4109491739
27269247306000, -1.8374877750, -0.9282969234,  0.3101472739
27269267287000, -1.6972495624, -0.6353452025,  0.1938932409
27269287336000, -1.4632951301, -0.2642810772,  0.0425901248
