t             ,x             ,y             ,z             
178377074000  , -2.2620242596, -0.0977746316,  0.5284412669
178397048000  , -2.0593062114, -0.0134558874, -0.0075859115
178417051000  , -1.6118264265,  0.1502294648, -0.9193406301
178437051000  , -0.9768529130,  0.3975955376, -2.1825068457
178457296000  , -0.2432875418,  0.7238066162, -3.7171899985
178478479000  ,  0.4846583891,  1.1148003842, -5.3960307329
178497061000  ,  1.1075421927,  1.5481663515, -7.0608283187
178517053000  ,  1.5504348645,  1.9948651602, -8.5454750721
178537044000  ,  1.7777127392,  2.4219349695, -9.7002548906
178557203000  ,  1.8000234156,  2.7949714780,-10.4139761137
178577169000  ,  1.6718870751,  3.0806404819,-10.6294845756
178597059000  ,  1.4796866447,  3.2497151492,-10.3500827946
178617264000  ,  1.3227909730,  3.2799977110, -9.6365708543
178637044000  ,  1.2910135585,  3.1595339584, -8.5958756023
178657028000  ,  1.4424432619,  2.8887979564, -7.3620950623
178677066000  ,  1.7883308135,  2.4826696635, -6.0744145967
178697221000  ,  2.2871114448,  1.9707070877, -4.8560925247
178717061000  ,  2.8484434777,  1.3954710382, -3.7974578984
178739018000  ,  3.3482139579,  0.8087929894, -2.9462544169
178757081000  ,  3.6519874126,  0.2659946884, -2.3064392719
178777094000  ,  3.6419142178, -0.1813686440, -1.8448022070
178797054000  ,  3.2418242824, -0.4933569421, -1.5028945359
178817059000  ,  2.4358361767, -0.6487143027, -1.2118651845
178837044000  ,  1.2762534694, -0.6497177403, -0.9071310877
178857029000  , -0.1209505285, -0.5238688361, -0.5401333229
178877058000  , -1.5926611393, -0.3212277395, -0.0853789522
178897211000  , -2.9544606484, -0.1075379521,  0.4580065041
178917059000  , -4.0309127280,  0.0459717792,  1.0697230778
178937041000  , -4.6847754685,  0.0745780938,  1.7153255230
178957019000  , -4.8397863250, -0.0682367643,  2.3544730546
178977063000  , -4.4926980226, -0.4012668763,  2.9483197969
178997218000  , -3.7124340523, -0.9102525666,  3.4647669387
179017059000  , -2.6267444132, -1.5482847192,  3.8805207284
179037046000  , -1.3985911923, -2.2419395940,  4.1801159549
179057029000  , -0.1972520232, -2.9020925840,  4.3529474986
179077066000  ,  0.8305594183, -3.4378746107,  4.3897064192
179097208000  ,  1.5842057506, -3.7710147579,  4.2798374832
179117061000  ,  2.0231062704, -3.8482479490,  4.0109454964
